   1749.50378       80.9250031    
   1749.58704       82.2000046    
   1749.67041       83.3083420    
   1749.75354       84.9083328    
   1749.83679       87.6250000    
   1749.91992       88.0416641    
   1750.00330       89.4166641    
   1750.08655       88.6333313    
   1750.16992       91.6916733    
   1750.25330       92.9666519    
   1750.33643       92.1499939    
   1750.41956       84.2083359    
   1750.50293       83.3916702    
   1750.58606       83.1166763    
   1750.66943       80.4166718    
   1750.75281       76.7583313    
   1750.83594       74.0999985    
   1750.91931       71.6583328    
   1751.00244       67.5500031    
   1751.08582       65.9583359    
   1751.16931       62.3583336    
   1751.25256       56.7166634    
   1751.33582       53.1750031    
   1751.41907       50.2750053    
   1751.50244       47.6583366    
   1751.58582       44.7416687    
   1751.66907       45.2833366    
   1751.75256       47.4249992    
   1751.83594       47.6666679    
   1751.91956       47.5833321    
   1752.00305       46.6583290    
   1752.08655       47.6666679    
   1752.17029       45.1250000    
   1752.25378       45.4249992    
   1752.33704       47.3749962    
   1752.42053       48.1333313    
   1752.50427       47.7999992    
   1752.58752       48.5499992    
   1752.67090       47.0499992    
   1752.75427       44.9416656    
   1752.83752       43.1666679    
   1752.92078       41.1916695    
   1753.00403       40.5333366    
   1753.08728       35.8333359    
   1753.17053       36.6416664    
   1753.25391       36.7166672    
   1753.33728       34.9166679    
   1753.42078       33.4500008    
   1753.50378       30.6750011    
   1753.58704       27.0083332    
   1753.67041       24.5916672    
   1753.75354       20.9249992    
   1753.83679       18.8999996    
   1753.91992       17.6249981    
   1754.00330       17.2083321    
   1754.08655       16.9416656    
   1754.16992       14.7166662    
   1754.25330       13.0666666    
   1754.33643       12.9916677    
   1754.41956       12.4250002    
   1754.50293       12.2166672    
   1754.58606       13.0666666    
   1754.66943       13.7499990    
   1754.75281       14.1749992    
   1754.83594       13.5749998    
   1754.91931       11.8499994    
   1755.00244       9.62499905    
   1755.08582       8.77499962    
   1755.16931       8.01666641    
   1755.25256       8.81666660    
   1755.33582       8.78333282    
   1755.41907       8.25000000    
   1755.50244       9.56666660    
   1755.58582       9.75833416    
   1755.66907       9.41666698    
   1755.75256       9.30000019    
   1755.83594       9.54166698    
   1755.91956       10.5833330    
   1756.00305       11.6583328    
   1756.08655       11.2416677    
   1756.17029       11.5083342    
   1756.25378       11.0083342    
   1756.33704       10.2250004    
   1756.42053       11.0750008    
   1756.50427       10.1916676    
   1756.58752       10.3250008    
   1756.67090       11.5000000    
   1756.75427       13.2333336    
   1756.83752       14.9499998    
   1756.92078       17.0833340    
   1757.00403       17.0750008    
   1757.08728       18.8583336    
   1757.17053       22.6000004    
   1757.25391       24.9250011    
   1757.33728       26.4416676    
   1757.42078       30.4166660    
   1757.50378       32.4250031    
   1757.58704       34.3833351    
   1757.67041       36.9500008    
   1757.75354       38.8499985    
   1757.83679       42.3750000    
   1757.91992       43.0666695    
   1758.00330       45.7500000    
   1758.08655       47.3333321    
   1758.16992       46.2833290    
   1758.25330       48.1833305    
   1758.33643       48.6166649    
   1758.41956       46.8083344    
   1758.50293       47.6000061    
   1758.58606       48.4916687    
   1758.66943       47.8250008    
   1758.75281       47.6416664    
   1758.83594       45.5333290    
   1758.91931       45.7500000    
   1759.00244       46.1666679    
   1759.08582       46.7500000    
   1759.16931       49.4666634    
   1759.25256       50.6916656    
   1759.33582       52.5250053    
   1759.41907       52.8000031    
   1759.50244       53.9666710    
   1759.58582       55.5499992    
   1759.66907       56.8416634    
   1759.75256       59.1666679    
   1759.83594       60.1083336    
   1759.91956       62.0249977    
   1760.00305       61.8833313    
   1760.08655       63.1333313    
   1760.17029       63.4916649    
   1760.25378       62.1666603    
   1760.33704       61.4083252    
   1760.42053       62.5249939    
   1760.50427       62.8583260    
   1760.58752       63.0833321    
   1760.67090       65.7083359    
   1760.75427       66.2083359    
   1760.83752       67.3250046    
   1760.92078       70.2583389    
   1761.00403       74.5083389    
   1761.08728       76.8499985    
   1761.17053       78.1416626    
   1761.25391       81.4249954    
   1761.33728       84.5999985    
   1761.42078       87.0999985    
   1761.50378       85.8499985    
   1761.58704       83.6666641    
   1761.67041       82.1500015    
   1761.75354       79.2333374    
   1761.83679       78.2750015    
   1761.91992       72.6666718    
   1762.00330       70.8166656    
   1762.08655       65.7916641    
   1762.16992       63.8416634    
   1762.25330       61.1583366    
   1762.33643       59.5416679    
   1762.41956       58.5499992    
   1762.50293       61.1499977    
   1762.58606       62.2083321    
   1762.66943       58.7999992    
   1762.75281       57.8416710    
   1762.83594       55.5666695    
   1762.91931       54.9666748    
   1763.00244       51.5249977    
   1763.08582       53.2250023    
   1763.16931       49.7916679    
   1763.25256       49.7583313    
   1763.33582       47.8416634    
   1763.41907       46.4333344    
   1763.50244       45.1166687    
   1763.58582       45.3833313    
   1763.66907       47.6999969    
   1763.75256       48.2000008    
   1763.83594       48.3250008    
   1763.91956       49.2916718    
   1764.00305       48.8083344    
   1764.08655       46.7916679    
   1764.17029       47.0833321    
   1764.25378       43.7583313    
   1764.33704       42.2333336    
   1764.42053       39.3250008    
   1764.50427       36.3500023    
   1764.58752       33.3750038    
   1764.67090       30.5666676    
   1764.75427       29.3000011    
