2008.120219
   Z       E            F
   9  2.342E+00  4.904E-03
   9  2.693E+00  5.383E-03
   9  3.097E+00  5.852E-03
   9  3.560E+00  6.294E-03
   9  4.093E+00  6.690E-03
   9  4.706E+00  7.020E-03
   9  5.411E+00  7.264E-03
   9  6.222E+00  7.403E-03
   9  7.153E+00  7.424E-03
   9  8.225E+00  7.317E-03
   9  9.456E+00  7.082E-03
   9  1.087E+01  6.725E-03
   9  1.250E+01  6.259E-03
   9  1.437E+01  5.707E-03
   9  1.653E+01  5.095E-03
   9  1.900E+01  4.453E-03
   9  2.185E+01  3.807E-03
   9  2.512E+01  3.187E-03
   9  2.888E+01  2.613E-03
   9  3.320E+01  2.098E-03
   9  3.818E+01  1.650E-03
   9  4.389E+01  1.274E-03
   9  5.047E+01  9.666E-04
   9  5.802E+01  7.200E-04
   9  6.671E+01  5.277E-04
   9  7.670E+01  3.815E-04
   9  8.819E+01  2.719E-04
   9  1.014E+02  1.912E-04
   9  1.166E+02  1.329E-04
   9  1.340E+02  9.157E-05
   9  1.541E+02  6.245E-05
   9  1.772E+02  4.220E-05
   9  2.037E+02  2.832E-05
   9  2.342E+02  1.888E-05
   9  2.693E+02  1.251E-05
   9  3.097E+02  8.236E-06
   9  3.560E+02  5.411E-06
   9  4.093E+02  3.531E-06
   9  4.706E+02  2.299E-06
   9  5.411E+02  1.492E-06
   9  6.222E+02  9.648E-07
   9  7.153E+02  6.230E-07
   9  8.225E+02  4.010E-07
   9  9.456E+02  2.577E-07
   9  1.087E+03  1.655E-07
   9  1.250E+03  1.060E-07
   9  1.437E+03  6.788E-08
   9  1.653E+03  4.337E-08
   9  1.900E+03  2.769E-08
   9  2.185E+03  1.767E-08
   9  2.512E+03  1.127E-08
   9  2.888E+03  7.183E-09
   9  3.320E+03  4.576E-09
   9  3.818E+03  2.909E-09
   9  4.389E+03  1.853E-09
   9  5.047E+03  1.178E-09
   9  5.802E+03  7.495E-10
   9  6.671E+03  4.762E-10
   9  7.670E+03  3.027E-10
   9  8.819E+03  1.923E-10
   9  1.014E+04  1.222E-10
   9  1.166E+04  7.762E-11
   9  1.340E+04  4.930E-11
   9  1.541E+04  3.128E-11
   9  1.772E+04  1.989E-11
   9  2.037E+04  1.260E-11
   9  2.342E+04  8.015E-12
   9  2.693E+04  5.085E-12
   9  3.097E+04  3.226E-12
   9  3.560E+04  2.051E-12
   9  4.093E+04  1.299E-12
   9  4.706E+04  8.258E-13
   9  5.411E+04  5.237E-13
   9  6.222E+04  3.326E-13
   9  7.153E+04  2.109E-13
   9  8.225E+04  1.339E-13
   9  9.456E+04  8.492E-14
   9  1.087E+05  5.395E-14
   9  1.250E+05  3.414E-14
   9  1.437E+05  2.178E-14
   9  1.653E+05  1.370E-14
   9  1.900E+05  8.815E-15
  10  2.000E-01  4.600E-03
  10  2.300E-01  5.347E-03
  10  2.644E-01  6.215E-03
  10  3.040E-01  7.222E-03
  10  3.495E-01  8.389E-03
  10  4.018E-01  9.738E-03
  10  4.620E-01  1.129E-02
  10  5.312E-01  1.308E-02
  10  6.108E-01  1.511E-02
  10  7.022E-01  1.742E-02
  10  8.074E-01  2.002E-02
  10  9.283E-01  2.291E-02
  10  1.067E+00  2.609E-02
  10  1.227E+00  2.953E-02
  10  1.411E+00  3.321E-02
  10  1.622E+00  3.707E-02
  10  1.865E+00  4.102E-02
  10  2.145E+00  4.497E-02
  10  2.466E+00  4.880E-02
  10  2.835E+00  5.237E-02
  10  3.260E+00  5.555E-02
  10  3.748E+00  5.818E-02
  10  4.309E+00  6.013E-02
  10  4.954E+00  6.129E-02
  10  5.696E+00  6.158E-02
  10  6.549E+00  6.094E-02
  10  7.530E+00  5.938E-02
  10  8.658E+00  5.693E-02
  10  9.954E+00  5.369E-02
  10  1.144E+01  4.978E-02
  10  1.316E+01  4.537E-02
  10  1.513E+01  4.063E-02
  10  1.739E+01  3.576E-02
  10  2.000E+01  3.092E-02
  10  2.300E+01  2.627E-02
  10  2.644E+01  2.194E-02
  10  3.040E+01  1.801E-02
  10  3.495E+01  1.454E-02
  10  4.018E+01  1.155E-02
  10  4.620E+01  9.031E-03
  10  5.312E+01  6.960E-03
  10  6.108E+01  5.289E-03
  10  7.022E+01  3.966E-03
  10  8.074E+01  2.937E-03
  10  9.283E+01  2.150E-03
  10  1.067E+02  1.558E-03
  10  1.227E+02  1.118E-03
  10  1.411E+02  7.949E-04
  10  1.622E+02  5.604E-04
  10  1.865E+02  3.925E-04
  10  2.145E+02  2.730E-04
  10  2.466E+02  1.887E-04
  10  2.835E+02  1.299E-04
  10  3.260E+02  8.885E-05
  10  3.748E+02  6.065E-05
  10  4.309E+02  4.118E-05
  10  4.954E+02  2.786E-05
  10  5.696E+02  1.882E-05
  10  6.549E+02  1.266E-05
  10  7.530E+02  8.517E-06
  10  8.658E+02  5.704E-06
  10  9.954E+02  3.821E-06
  10  1.144E+03  2.552E-06
  10  1.316E+03  1.704E-06
  10  1.513E+03  1.135E-06
  10  1.739E+03  7.562E-07
  10  2.000E+03  5.030E-07
  10  2.300E+03  3.345E-07
  10  2.644E+03  2.221E-07
  10  3.040E+03  1.477E-07
  10  3.495E+03  9.787E-08
  10  4.018E+03  6.498E-08
  10  4.620E+03  4.306E-08
  10  5.312E+03  2.856E-08
  10  6.108E+03  1.891E-08
  10  7.022E+03  1.253E-08
  10  8.074E+03  8.302E-09
  10  9.283E+03  5.498E-09
  10  1.067E+04  3.639E-09
  10  1.227E+04  2.411E-09
  10  1.411E+04  1.594E-09
  10  1.622E+04  1.055E-09
  10  1.865E+04  6.980E-10
  10  2.145E+04  4.624E-10
  10  2.466E+04  3.057E-10
  10  2.835E+04  2.023E-10
  10  3.260E+04  1.338E-10
  10  3.748E+04  8.861E-11
  10  4.309E+04  5.853E-11
  10  4.954E+04  3.875E-11
  10  5.696E+04  2.562E-11
  10  6.549E+04  1.696E-11
  10  7.530E+04  1.121E-11
  10  8.658E+04  7.421E-12
  10  9.954E+04  4.901E-12
  10  1.144E+05  3.250E-12
  10  1.316E+05  2.141E-12
  10  1.513E+05  1.425E-12
  10  1.739E+05  9.334E-13
  10  2.000E+05  6.261E-13
  11  2.300E-01  7.119E-04
  11  2.644E-01  8.265E-04
  11  3.040E-01  9.593E-04
  11  3.496E-01  1.113E-03
  11  4.019E-01  1.292E-03
  11  4.621E-01  1.498E-03
  11  5.313E-01  1.735E-03
  11  6.109E-01  2.008E-03
  11  7.024E-01  2.320E-03
  11  8.076E-01  2.674E-03
  11  9.285E-01  3.075E-03
  11  1.068E+00  3.524E-03
  11  1.227E+00  4.023E-03
  11  1.411E+00  4.570E-03
  11  1.623E+00  5.163E-03
  11  1.866E+00  5.795E-03
  11  2.145E+00  6.457E-03
  11  2.466E+00  7.135E-03
  11  2.836E+00  7.814E-03
  11  3.260E+00  8.472E-03
  11  3.748E+00  9.086E-03
  11  4.310E+00  9.630E-03
  11  4.955E+00  1.008E-02
  11  5.697E+00  1.041E-02
  11  6.550E+00  1.059E-02
  11  7.531E+00  1.061E-02
  11  8.659E+00  1.047E-02
  11  9.956E+00  1.015E-02
  11  1.145E+01  9.675E-03
  11  1.316E+01  9.055E-03
  11  1.513E+01  8.317E-03
  11  1.740E+01  7.493E-03
  11  2.000E+01  6.620E-03
  11  2.300E+01  5.736E-03
  11  2.644E+01  4.872E-03
  11  3.040E+01  4.058E-03
  11  3.496E+01  3.317E-03
  11  4.019E+01  2.659E-03
  11  4.621E+01  2.093E-03
  11  5.313E+01  1.620E-03
  11  6.109E+01  1.233E-03
  11  7.024E+01  9.229E-04
  11  8.076E+01  6.810E-04
  11  9.285E+01  4.961E-04
  11  1.068E+02  3.566E-04
  11  1.227E+02  2.532E-04
  11  1.411E+02  1.779E-04
  11  1.623E+02  1.239E-04
  11  1.866E+02  8.550E-05
  11  2.145E+02  5.847E-05
  11  2.466E+02  3.975E-05
  11  2.836E+02  2.685E-05
  11  3.260E+02  1.802E-05
  11  3.748E+02  1.203E-05
  11  4.310E+02  8.007E-06
  11  4.955E+02  5.301E-06
  11  5.697E+02  3.500E-06
  11  6.550E+02  2.304E-06
  11  7.531E+02  1.511E-06
  11  8.659E+02  9.897E-07
  11  9.956E+02  6.469E-07
  11  1.145E+03  4.215E-07
  11  1.316E+03  2.745E-07
  11  1.513E+03  1.785E-07
  11  1.740E+03  1.160E-07
  11  2.000E+03  7.523E-08
  11  2.300E+03  4.873E-08
  11  2.644E+03  3.156E-08
  11  3.040E+03  2.043E-08
  11  3.496E+03  1.321E-08
  11  4.019E+03  8.544E-09
  11  4.621E+03  5.511E-09
  11  5.313E+03  3.564E-09
  11  6.109E+03  2.299E-09
  11  7.024E+03  1.485E-09
  11  8.076E+03  9.576E-10
  11  9.285E+03  6.178E-10
  11  1.068E+04  3.983E-10
  11  1.227E+04  2.569E-10
  11  1.411E+04  1.657E-10
  11  1.623E+04  1.068E-10
  11  1.866E+04  6.881E-11
  11  2.145E+04  4.436E-11
  11  2.466E+04  2.856E-11
  11  2.836E+04  1.842E-11
  11  3.260E+04  1.187E-11
  11  3.748E+04  7.641E-12
  11  4.310E+04  4.922E-12
  11  4.955E+04  3.172E-12
  11  5.697E+04  2.044E-12
  11  6.550E+04  1.317E-12
  11  7.531E+04  8.482E-13
  11  8.659E+04  5.460E-13
  11  9.956E+04  3.519E-13
  11  1.145E+05  2.265E-13
  11  1.316E+05  1.462E-13
  11  1.513E+05  9.377E-14
  11  1.740E+05  6.080E-14
  11  2.000E+05  3.877E-14
  11  2.300E+05  2.533E-14
  12  2.400E-01  5.345E-03
  12  2.759E-01  6.214E-03
  12  3.173E-01  7.225E-03
  12  3.648E-01  8.398E-03
  12  4.194E-01  9.757E-03
  12  4.822E-01  1.133E-02
  12  5.544E-01  1.314E-02
  12  6.375E-01  1.522E-02
  12  7.329E-01  1.758E-02
  12  8.427E-01  2.026E-02
  12  9.689E-01  2.327E-02
  12  1.114E+00  2.661E-02
  12  1.281E+00  3.028E-02
  12  1.473E+00  3.423E-02
  12  1.693E+00  3.844E-02
  12  1.947E+00  4.282E-02
  12  2.238E+00  4.728E-02
  12  2.573E+00  5.170E-02
  12  2.959E+00  5.594E-02
  12  3.402E+00  5.984E-02
  12  3.911E+00  6.325E-02
  12  4.497E+00  6.600E-02
  12  5.171E+00  6.795E-02
  12  5.945E+00  6.899E-02
  12  6.835E+00  6.902E-02
  12  7.859E+00  6.802E-02
  12  9.036E+00  6.599E-02
  12  1.039E+01  6.301E-02
  12  1.194E+01  5.920E-02
  12  1.373E+01  5.469E-02
  12  1.579E+01  4.967E-02
  12  1.816E+01  4.435E-02
  12  2.087E+01  3.892E-02
  12  2.400E+01  3.357E-02
  12  2.759E+01  2.845E-02
  12  3.173E+01  2.371E-02
  12  3.648E+01  1.943E-02
  12  4.194E+01  1.567E-02
  12  4.822E+01  1.243E-02
  12  5.544E+01  9.723E-03
  12  6.375E+01  7.493E-03
  12  7.329E+01  5.693E-03
  12  8.427E+01  4.270E-03
  12  9.689E+01  3.163E-03
  12  1.114E+02  2.318E-03
  12  1.281E+02  1.682E-03
  12  1.473E+02  1.208E-03
  12  1.693E+02  8.599E-04
  12  1.947E+02  6.070E-04
  12  2.238E+02  4.258E-04
  12  2.573E+02  2.967E-04
  12  2.959E+02  2.054E-04
  12  3.402E+02  1.416E-04
  12  3.911E+02  9.706E-05
  12  4.497E+02  6.633E-05
  12  5.171E+02  4.514E-05
  12  5.945E+02  3.059E-05
  12  6.835E+02  2.070E-05
  12  7.859E+02  1.396E-05
  12  9.036E+02  9.402E-06
  12  1.039E+03  6.310E-06
  12  1.194E+03  4.232E-06
  12  1.373E+03  2.834E-06
  12  1.579E+03  1.895E-06
  12  1.816E+03  1.266E-06
  12  2.087E+03  8.444E-07
  12  2.400E+03  5.631E-07
  12  2.759E+03  3.750E-07
  12  3.173E+03  2.496E-07
  12  3.648E+03  1.661E-07
  12  4.194E+03  1.104E-07
  12  4.822E+03  7.342E-08
  12  5.544E+03  4.879E-08
  12  6.375E+03  3.239E-08
  12  7.329E+03  2.153E-08
  12  8.427E+03  1.427E-08
  12  9.689E+03  9.475E-09
  12  1.114E+04  6.285E-09
  12  1.281E+04  4.172E-09
  12  1.473E+04  2.767E-09
  12  1.693E+04  1.833E-09
  12  1.947E+04  1.217E-09
  12  2.238E+04  8.069E-10
  12  2.573E+04  5.349E-10
  12  2.959E+04  3.546E-10
  12  3.402E+04  2.351E-10
  12  3.911E+04  1.558E-10
  12  4.497E+04  1.033E-10
  12  5.171E+04  6.844E-11
  12  5.945E+04  4.540E-11
  12  6.835E+04  3.006E-11
  12  7.859E+04  1.995E-11
  12  9.036E+04  1.321E-11
  12  1.039E+05  8.757E-12
  12  1.194E+05  5.800E-12
  12  1.373E+05  3.852E-12
  12  1.579E+05  2.542E-12
  12  1.816E+05  1.696E-12
  12  2.087E+05  1.113E-12
  12  2.400E+05  7.480E-13
  13  2.700E-01  6.776E-04
  13  3.104E-01  7.871E-04
  13  3.569E-01  9.142E-04
  13  4.104E-01  1.062E-03
  13  4.718E-01  1.232E-03
  13  5.425E-01  1.430E-03
  13  6.237E-01  1.657E-03
  13  7.171E-01  1.918E-03
  13  8.245E-01  2.215E-03
  13  9.480E-01  2.553E-03
  13  1.090E+00  2.934E-03
  13  1.253E+00  3.358E-03
  13  1.441E+00  3.827E-03
  13  1.657E+00  4.337E-03
  13  1.905E+00  4.885E-03
  13  2.190E+00  5.463E-03
  13  2.518E+00  6.061E-03
  13  2.895E+00  6.664E-03
  13  3.329E+00  7.257E-03
  13  3.827E+00  7.820E-03
  13  4.400E+00  8.331E-03
  13  5.059E+00  8.768E-03
  13  5.817E+00  9.110E-03
  13  6.688E+00  9.337E-03
  13  7.690E+00  9.434E-03
  13  8.841E+00  9.389E-03
  13  1.017E+01  9.200E-03
  13  1.169E+01  8.870E-03
  13  1.344E+01  8.410E-03
  13  1.545E+01  7.838E-03
  13  1.776E+01  7.176E-03
  13  2.042E+01  6.454E-03
  13  2.348E+01  5.701E-03
  13  2.700E+01  4.944E-03
  13  3.104E+01  4.210E-03
  13  3.569E+01  3.522E-03
  13  4.104E+01  2.894E-03
  13  4.718E+01  2.337E-03
  13  5.425E+01  1.856E-03
  13  6.237E+01  1.451E-03
  13  7.171E+01  1.117E-03
  13  8.245E+01  8.471E-04
  13  9.480E+01  6.337E-04
  13  1.090E+02  4.681E-04
  13  1.253E+02  3.418E-04
  13  1.441E+02  2.469E-04
  13  1.657E+02  1.765E-04
  13  1.905E+02  1.251E-04
  13  2.190E+02  8.788E-05
  13  2.518E+02  6.124E-05
  13  2.895E+02  4.246E-05
  13  3.329E+02  2.925E-05
  13  3.827E+02  2.003E-05
  13  4.400E+02  1.364E-05
  13  5.059E+02  9.268E-06
  13  5.817E+02  6.271E-06
  13  6.688E+02  4.223E-06
  13  7.690E+02  2.840E-06
  13  8.841E+02  1.903E-06
  13  1.017E+03  1.274E-06
  13  1.169E+03  8.501E-07
  13  1.344E+03  5.660E-07
  13  1.545E+03  3.767E-07
  13  1.776E+03  2.504E-07
  13  2.042E+03  1.662E-07
  13  2.348E+03  1.102E-07
  13  2.700E+03  7.289E-08
  13  3.104E+03  4.831E-08
  13  3.569E+03  3.194E-08
  13  4.104E+03  2.112E-08
  13  4.718E+03  1.395E-08
  13  5.425E+03  9.204E-09
  13  6.237E+03  6.083E-09
  13  7.171E+03  4.014E-09
  13  8.245E+03  2.648E-09
  13  9.480E+03  1.747E-09
  13  1.090E+04  1.150E-09
  13  1.253E+04  7.591E-10
  13  1.441E+04  5.004E-10
  13  1.657E+04  3.299E-10
  13  1.905E+04  2.173E-10
  13  2.190E+04  1.432E-10
  13  2.518E+04  9.425E-11
  13  2.895E+04  6.218E-11
  13  3.329E+04  4.092E-11
  13  3.827E+04  2.698E-11
  13  4.400E+04  1.774E-11
  13  5.059E+04  1.171E-11
  13  5.817E+04  7.696E-12
  13  6.688E+04  5.077E-12
  13  7.690E+04  3.341E-12
  13  8.841E+04  2.200E-12
  13  1.017E+05  1.448E-12
  13  1.169E+05  9.546E-13
  13  1.344E+05  6.275E-13
  13  1.545E+05  4.145E-13
  13  1.776E+05  2.716E-13
  13  2.042E+05  1.800E-13
  13  2.348E+05  1.174E-13
  13  2.700E+05  7.841E-14
  14  2.800E-01  3.249E-03
  14  3.219E-01  3.778E-03
  14  3.701E-01  4.392E-03
  14  4.256E-01  5.105E-03
  14  4.893E-01  5.932E-03
  14  5.626E-01  6.887E-03
  14  6.468E-01  7.989E-03
  14  7.437E-01  9.253E-03
  14  8.551E-01  1.070E-02
  14  9.831E-01  1.233E-02
  14  1.130E+00  1.417E-02
  14  1.300E+00  1.621E-02
  14  1.494E+00  1.845E-02
  14  1.718E+00  2.088E-02
  14  1.975E+00  2.346E-02
  14  2.271E+00  2.616E-02
  14  2.611E+00  2.892E-02
  14  3.002E+00  3.166E-02
  14  3.452E+00  3.430E-02
  14  3.969E+00  3.675E-02
  14  4.563E+00  3.891E-02
  14  5.247E+00  4.068E-02
  14  6.032E+00  4.196E-02
  14  6.936E+00  4.270E-02
  14  7.975E+00  4.282E-02
  14  9.169E+00  4.231E-02
  14  1.054E+01  4.117E-02
  14  1.212E+01  3.944E-02
  14  1.394E+01  3.717E-02
  14  1.602E+01  3.447E-02
  14  1.842E+01  3.142E-02
  14  2.118E+01  2.817E-02
  14  2.435E+01  2.483E-02
  14  2.800E+01  2.152E-02
  14  3.219E+01  1.834E-02
  14  3.701E+01  1.537E-02
  14  4.256E+01  1.267E-02
  14  4.893E+01  1.028E-02
  14  5.626E+01  8.208E-03
  14  6.468E+01  6.460E-03
  14  7.437E+01  5.011E-03
  14  8.551E+01  3.837E-03
  14  9.831E+01  2.901E-03
  14  1.130E+02  2.165E-03
  14  1.300E+02  1.599E-03
  14  1.494E+02  1.170E-03
  14  1.718E+02  8.468E-04
  14  1.975E+02  6.081E-04
  14  2.271E+02  4.331E-04
  14  2.611E+02  3.065E-04
  14  3.002E+02  2.154E-04
  14  3.452E+02  1.504E-04
  14  3.969E+02  1.047E-04
  14  4.563E+02  7.239E-05
  14  5.247E+02  4.998E-05
  14  6.032E+02  3.428E-05
  14  6.936E+02  2.348E-05
  14  7.975E+02  1.603E-05
  14  9.169E+02  1.091E-05
  14  1.054E+03  7.420E-06
  14  1.212E+03  5.026E-06
  14  1.394E+03  3.407E-06
  14  1.602E+03  2.300E-06
  14  1.842E+03  1.555E-06
  14  2.118E+03  1.047E-06
  14  2.435E+03  7.059E-07
  14  2.800E+03  4.751E-07
  14  3.219E+03  3.193E-07
  14  3.701E+03  2.148E-07
  14  4.256E+03  1.443E-07
  14  4.893E+03  9.679E-08
  14  5.626E+03  6.504E-08
  14  6.468E+03  4.359E-08
  14  7.437E+03  2.926E-08
  14  8.551E+03  1.961E-08
  14  9.831E+03  1.313E-08
  14  1.130E+04  8.807E-09
  14  1.300E+04  5.901E-09
  14  1.494E+04  3.951E-09
  14  1.718E+04  2.649E-09
  14  1.975E+04  1.771E-09
  14  2.271E+04  1.188E-09
  14  2.611E+04  7.947E-10
  14  3.002E+04  5.322E-10
  14  3.452E+04  3.564E-10
  14  3.969E+04  2.384E-10
  14  4.563E+04  1.596E-10
  14  5.247E+04  1.069E-10
  14  6.032E+04  7.149E-11
  14  6.936E+04  4.791E-11
  14  7.975E+04  3.200E-11
  14  9.169E+04  2.147E-11
  14  1.054E+05  1.433E-11
  14  1.212E+05  9.613E-12
  14  1.394E+05  6.420E-12
  14  1.602E+05  4.305E-12
  14  1.842E+05  2.870E-12
  14  2.118E+05  1.933E-12
  14  2.435E+05  1.281E-12
  14  2.800E+05  8.695E-13
  15  3.100E-01  6.372E-05
  15  3.564E-01  7.387E-05
  15  4.098E-01  8.564E-05
  15  4.712E-01  9.927E-05
  15  5.417E-01  1.150E-04
  15  6.229E-01  1.333E-04
  15  7.161E-01  1.543E-04
  15  8.234E-01  1.785E-04
  15  9.467E-01  2.063E-04
  15  1.088E+00  2.381E-04
  15  1.251E+00  2.743E-04
  15  1.439E+00  3.153E-04
  15  1.654E+00  3.614E-04
  15  1.902E+00  4.129E-04
  15  2.187E+00  4.698E-04
  15  2.515E+00  5.320E-04
  15  2.891E+00  5.992E-04
  15  3.324E+00  6.705E-04
  15  3.822E+00  7.449E-04
  15  4.394E+00  8.208E-04
  15  5.052E+00  8.962E-04
  15  5.809E+00  9.686E-04
  15  6.679E+00  1.035E-03
  15  7.679E+00  1.093E-03
  15  8.829E+00  1.138E-03
  15  1.015E+01  1.168E-03
  15  1.167E+01  1.180E-03
  15  1.342E+01  1.173E-03
  15  1.543E+01  1.146E-03
  15  1.774E+01  1.099E-03
  15  2.040E+01  1.033E-03
  15  2.345E+01  9.525E-04
  15  2.696E+01  8.604E-04
  15  3.100E+01  7.614E-04
  15  3.564E+01  6.597E-04
  15  4.098E+01  5.598E-04
  15  4.712E+01  4.655E-04
  15  5.417E+01  3.794E-04
  15  6.229E+01  3.033E-04
  15  7.161E+01  2.381E-04
  15  8.234E+01  1.836E-04
  15  9.467E+01  1.392E-04
  15  1.088E+02  1.039E-04
  15  1.251E+02  7.644E-05
  15  1.439E+02  5.550E-05
  15  1.654E+02  3.981E-05
  15  1.902E+02  2.823E-05
  15  2.187E+02  1.982E-05
  15  2.515E+02  1.379E-05
  15  2.891E+02  9.518E-06
  15  3.324E+02  6.524E-06
  15  3.822E+02  4.440E-06
  15  4.394E+02  3.005E-06
  15  5.052E+02  2.022E-06
  15  5.809E+02  1.357E-06
  15  6.679E+02  9.054E-07
  15  7.679E+02  6.024E-07
  15  8.829E+02  3.994E-07
  15  1.015E+03  2.642E-07
  15  1.167E+03  1.745E-07
  15  1.342E+03  1.148E-07
  15  1.543E+03  7.544E-08
  15  1.774E+03  4.952E-08
  15  2.040E+03  3.245E-08
  15  2.345E+03  2.124E-08
  15  2.696E+03  1.389E-08
  15  3.100E+03  9.065E-09
  15  3.564E+03  5.924E-09
  15  4.098E+03  3.861E-09
  15  4.712E+03  2.517E-09
  15  5.417E+03  1.640E-09
  15  6.229E+03  1.067E-09
  15  7.161E+03  6.952E-10
  15  8.234E+03  4.524E-10
  15  9.467E+03  2.941E-10
  15  1.088E+04  1.914E-10
  15  1.251E+04  1.243E-10
  15  1.439E+04  8.086E-11
  15  1.654E+04  5.254E-11
  15  1.902E+04  3.416E-11
  15  2.187E+04  2.219E-11
  15  2.515E+04  1.440E-11
  15  2.891E+04  9.367E-12
  15  3.324E+04  6.078E-12
  15  3.822E+04  3.952E-12
  15  4.394E+04  2.564E-12
  15  5.052E+04  1.664E-12
  15  5.809E+04  1.081E-12
  15  6.679E+04  7.026E-13
  15  7.679E+04  4.559E-13
  15  8.829E+04  2.962E-13
  15  1.015E+05  1.921E-13
  15  1.167E+05  1.248E-13
  15  1.342E+05  8.103E-14
  15  1.543E+05  5.258E-14
  15  1.774E+05  3.421E-14
  15  2.040E+05  2.211E-14
  15  2.345E+05  1.445E-14
  15  2.696E+05  9.293E-15
  15  3.100E+05  6.117E-15
  16  3.200E-01  4.150E-04
  16  3.679E-01  4.820E-04
  16  4.230E-01  5.597E-04
  16  4.864E-01  6.499E-04
  16  5.592E-01  7.543E-04
  16  6.430E-01  8.751E-04
  16  7.392E-01  1.014E-03
  16  8.499E-01  1.175E-03
  16  9.772E-01  1.358E-03
  16  1.124E+00  1.566E-03
  16  1.292E+00  1.802E-03
  16  1.485E+00  2.067E-03
  16  1.708E+00  2.360E-03
  16  1.963E+00  2.682E-03
  16  2.258E+00  3.031E-03
  16  2.596E+00  3.403E-03
  16  2.984E+00  3.792E-03
  16  3.431E+00  4.190E-03
  16  3.945E+00  4.589E-03
  16  4.536E+00  4.974E-03
  16  5.215E+00  5.335E-03
  16  5.996E+00  5.655E-03
  16  6.894E+00  5.919E-03
  16  7.927E+00  6.115E-03
  16  9.114E+00  6.230E-03
  16  1.048E+01  6.254E-03
  16  1.205E+01  6.183E-03
  16  1.385E+01  6.015E-03
  16  1.593E+01  5.756E-03
  16  1.831E+01  5.414E-03
  16  2.105E+01  5.004E-03
  16  2.421E+01  4.542E-03
  16  2.783E+01  4.048E-03
  16  3.200E+01  3.544E-03
  16  3.679E+01  3.047E-03
  16  4.230E+01  2.572E-03
  16  4.864E+01  2.132E-03
  16  5.592E+01  1.737E-03
  16  6.430E+01  1.392E-03
  16  7.392E+01  1.097E-03
  16  8.499E+01  8.519E-04
  16  9.772E+01  6.521E-04
  16  1.124E+02  4.921E-04
  16  1.292E+02  3.664E-04
  16  1.485E+02  2.699E-04
  16  1.708E+02  1.966E-04
  16  1.963E+02  1.418E-04
  16  2.258E+02  1.013E-04
  16  2.596E+02  7.175E-05
  16  2.984E+02  5.048E-05
  16  3.431E+02  3.527E-05
  16  3.945E+02  2.449E-05
  16  4.536E+02  1.692E-05
  16  5.215E+02  1.163E-05
  16  5.996E+02  7.973E-06
  16  6.894E+02  5.428E-06
  16  7.927E+02  3.695E-06
  16  9.114E+02  2.504E-06
  16  1.048E+03  1.693E-06
  16  1.205E+03  1.142E-06
  16  1.385E+03  7.683E-07
  16  1.593E+03  5.168E-07
  16  1.831E+03  3.465E-07
  16  2.105E+03  2.324E-07
  16  2.421E+03  1.555E-07
  16  2.783E+03  1.039E-07
  16  3.200E+03  6.948E-08
  16  3.679E+03  4.636E-08
  16  4.230E+03  3.094E-08
  16  4.864E+03  2.064E-08
  16  5.592E+03  1.374E-08
  16  6.430E+03  9.158E-09
  16  7.392E+03  6.097E-09
  16  8.499E+03  4.058E-09
  16  9.772E+03  2.701E-09
  16  1.124E+04  1.795E-09
  16  1.292E+04  1.194E-09
  16  1.485E+04  7.950E-10
  16  1.708E+04  5.277E-10
  16  1.963E+04  3.514E-10
  16  2.258E+04  2.332E-10
  16  2.596E+04  1.552E-10
  16  2.984E+04  1.030E-10
  16  3.431E+04  6.853E-11
  16  3.945E+04  4.549E-11
  16  4.536E+04  3.023E-11
  16  5.215E+04  2.008E-11
  16  5.996E+04  1.335E-11
  16  6.894E+04  8.860E-12
  16  7.927E+04  5.891E-12
  16  9.114E+04  3.907E-12
  16  1.048E+05  2.601E-12
  16  1.205E+05  1.723E-12
  16  1.385E+05  1.147E-12
  16  1.593E+05  7.603E-13
  16  1.831E+05  5.061E-13
  16  2.105E+05  3.348E-13
  16  2.421E+05  2.238E-13
  16  2.783E+05  1.472E-13
  16  3.200E+05  9.916E-14
  17  3.500E-01  5.176E-05
  17  4.024E-01  5.998E-05
  17  4.627E-01  6.950E-05
  17  5.320E-01  8.051E-05
  17  6.116E-01  9.325E-05
  17  7.032E-01  1.080E-04
  17  8.085E-01  1.250E-04
  17  9.296E-01  1.445E-04
  17  1.069E+00  1.670E-04
  17  1.229E+00  1.928E-04
  17  1.413E+00  2.222E-04
  17  1.625E+00  2.557E-04
  17  1.868E+00  2.934E-04
  17  2.148E+00  3.358E-04
  17  2.469E+00  3.830E-04
  17  2.839E+00  4.349E-04
  17  3.264E+00  4.915E-04
  17  3.753E+00  5.524E-04
  17  4.315E+00  6.166E-04
  17  4.961E+00  6.831E-04
  17  5.704E+00  7.504E-04
  17  6.558E+00  8.162E-04
  17  7.541E+00  8.784E-04
  17  8.670E+00  9.339E-04
  17  9.968E+00  9.799E-04
  17  1.146E+01  1.013E-03
  17  1.318E+01  1.032E-03
  17  1.515E+01  1.032E-03
  17  1.742E+01  1.015E-03
  17  2.003E+01  9.789E-04
  17  2.303E+01  9.254E-04
  17  2.648E+01  8.569E-04
  17  3.044E+01  7.768E-04
  17  3.500E+01  6.892E-04
  17  4.024E+01  5.980E-04
  17  4.627E+01  5.077E-04
  17  5.320E+01  4.220E-04
  17  6.116E+01  3.434E-04
  17  7.032E+01  2.737E-04
  17  8.085E+01  2.140E-04
