2023.873973
    Z       E            F 
   9  2.343E+00  3.203E-02
   9  2.692E+00  3.108E-02
   9  3.097E+00  2.992E-02
   9  3.561E+00  2.858E-02
   9  4.093E+00  2.706E-02
   9  4.706E+00  2.535E-02
   9  5.411E+00  2.351E-02
   9  6.222E+00  2.154E-02
   9  7.154E+00  1.949E-02
   9  8.225E+00  1.741E-02
   9  9.456E+00  1.533E-02
   9  1.087E+01  1.331E-02
   9  1.250E+01  1.137E-02
   9  1.437E+01  9.568E-03
   9  1.652E+01  7.925E-03
   9  1.900E+01  6.458E-03
   9  2.185E+01  5.178E-03
   9  2.512E+01  4.089E-03
   9  2.888E+01  3.178E-03
   9  3.321E+01  2.433E-03
   9  3.817E+01  1.838E-03
   9  4.389E+01  1.368E-03
   9  5.046E+01  1.005E-03
   9  5.803E+01  7.300E-04
   9  6.671E+01  5.243E-04
   9  7.670E+01  3.725E-04
   9  8.820E+01  2.621E-04
   9  1.014E+02  1.829E-04
   9  1.166E+02  1.267E-04
   9  1.340E+02  8.707E-05
   9  1.541E+02  5.949E-05
   9  1.772E+02  4.040E-05
   9  2.037E+02  2.732E-05
   9  2.343E+02  1.836E-05
   9  2.692E+02  1.232E-05
   9  3.097E+02  8.212E-06
   9  3.561E+02  5.467E-06
   9  4.093E+02  3.632E-06
   9  4.706E+02  2.403E-06
   9  5.411E+02  1.588E-06
   9  6.222E+02  1.047E-06
   9  7.154E+02  6.895E-07
   9  8.225E+02  4.533E-07
   9  9.456E+02  2.977E-07
   9  1.087E+03  1.953E-07
   9  1.250E+03  1.280E-07
   9  1.437E+03  8.377E-08
   9  1.652E+03  5.483E-08
   9  1.900E+03  3.585E-08
   9  2.185E+03  2.341E-08
   9  2.512E+03  1.530E-08
   9  2.888E+03  9.989E-09
   9  3.321E+03  6.515E-09
   9  3.817E+03  4.256E-09
   9  4.389E+03  2.776E-09
   9  5.046E+03  1.810E-09
   9  5.803E+03  1.180E-09
   9  6.671E+03  7.694E-10
   9  7.670E+03  5.014E-10
   9  8.820E+03  3.267E-10
   9  1.014E+04  2.129E-10
   9  1.166E+04  1.387E-10
   9  1.340E+04  9.037E-11
   9  1.541E+04  5.888E-11
   9  1.772E+04  3.835E-11
   9  2.037E+04  2.500E-11
   9  2.343E+04  1.626E-11
   9  2.692E+04  1.061E-11
   9  3.097E+04  6.897E-12
   9  3.561E+04  4.492E-12
   9  4.093E+04  2.928E-12
   9  4.706E+04  1.906E-12
   9  5.411E+04  1.241E-12
   9  6.222E+04  8.077E-13
   9  7.154E+04  5.261E-13
   9  8.225E+04  3.426E-13
   9  9.456E+04  2.232E-13
   9  1.087E+05  1.454E-13
   9  1.250E+05  9.464E-14
   9  1.437E+05  6.159E-14
   9  1.652E+05  4.013E-14
   9  1.900E+05  2.611E-14
  10  2.000E-01  5.678E+00
  10  2.300E-01  5.065E+00
  10  2.644E-01  4.518E+00
  10  3.040E-01  4.027E+00
  10  3.496E-01  3.588E+00
  10  4.018E-01  3.196E+00
  10  4.620E-01  2.845E+00
  10  5.312E-01  2.530E+00
  10  6.108E-01  2.248E+00
  10  7.022E-01  1.996E+00
  10  8.074E-01  1.770E+00
  10  9.284E-01  1.568E+00
  10  1.067E+00  1.387E+00
  10  1.227E+00  1.225E+00
  10  1.411E+00  1.080E+00
  10  1.622E+00  9.505E-01
  10  1.865E+00  8.344E-01
  10  2.144E+00  7.309E-01
  10  2.466E+00  6.379E-01
  10  2.834E+00  5.555E-01
  10  3.260E+00  4.815E-01
  10  3.748E+00  4.160E-01
  10  4.308E+00  3.579E-01
  10  4.954E+00  3.062E-01
  10  5.696E+00  2.607E-01
  10  6.550E+00  2.206E-01
  10  7.530E+00  1.856E-01
  10  8.658E+00  1.551E-01
  10  9.954E+00  1.287E-01
  10  1.144E+01  1.059E-01
  10  1.316E+01  8.649E-02
  10  1.513E+01  7.002E-02
  10  1.739E+01  5.621E-02
  10  2.000E+01  4.472E-02
  10  2.300E+01  3.524E-02
  10  2.644E+01  2.753E-02
  10  3.040E+01  2.131E-02
  10  3.496E+01  1.633E-02
  10  4.018E+01  1.242E-02
  10  4.620E+01  9.360E-03
  10  5.312E+01  6.992E-03
  10  6.108E+01  5.181E-03
  10  7.022E+01  3.811E-03
  10  8.074E+01  2.782E-03
  10  9.284E+01  2.017E-03
  10  1.067E+02  1.453E-03
  10  1.227E+02  1.041E-03
  10  1.411E+02  7.419E-04
  10  1.622E+02  5.261E-04
  10  1.865E+02  3.713E-04
  10  2.144E+02  2.612E-04
  10  2.466E+02  1.828E-04
  10  2.834E+02  1.278E-04
  10  3.260E+02  8.885E-05
  10  3.748E+02  6.170E-05
  10  4.308E+02  4.278E-05
  10  4.954E+02  2.956E-05
  10  5.696E+02  2.040E-05
  10  6.550E+02  1.405E-05
  10  7.530E+02  9.670E-06
  10  8.658E+02  6.644E-06
  10  9.954E+02  4.562E-06
  10  1.144E+03  3.129E-06
  10  1.316E+03  2.144E-06
  10  1.513E+03  1.467E-06
  10  1.739E+03  1.004E-06
  10  2.000E+03  6.868E-07
  10  2.300E+03  4.692E-07
  10  2.644E+03  3.207E-07
  10  3.040E+03  2.191E-07
  10  3.496E+03  1.495E-07
  10  4.018E+03  1.021E-07
  10  4.620E+03  6.969E-08
  10  5.312E+03  4.755E-08
  10  6.108E+03  3.243E-08
  10  7.022E+03  2.212E-08
  10  8.074E+03  1.508E-08
  10  9.284E+03  1.028E-08
  10  1.067E+04  7.011E-09
  10  1.227E+04  4.780E-09
  10  1.411E+04  3.258E-09
  10  1.622E+04  2.221E-09
  10  1.865E+04  1.514E-09
  10  2.144E+04  1.032E-09
  10  2.466E+04  7.029E-10
  10  2.834E+04  4.796E-10
  10  3.260E+04  3.264E-10
  10  3.748E+04  2.225E-10
  10  4.308E+04  1.517E-10
  10  4.954E+04  1.033E-10
  10  5.696E+04  7.040E-11
  10  6.550E+04  4.795E-11
  10  7.530E+04  3.268E-11
  10  8.658E+04  2.227E-11
  10  9.954E+04  1.517E-11
  10  1.144E+05  1.034E-11
  10  1.316E+05  7.047E-12
  10  1.513E+05  4.799E-12
  10  1.739E+05  3.272E-12
  10  2.000E+05  2.228E-12
  11  2.300E-01  1.299E+00
  11  2.645E-01  1.143E+00
  11  3.041E-01  1.006E+00
  11  3.496E-01  8.843E-01
  11  4.020E-01  7.772E-01
  11  4.621E-01  6.831E-01
  11  5.313E-01  5.999E-01
  11  6.109E-01  5.264E-01
  11  7.024E-01  4.616E-01
  11  8.075E-01  4.045E-01
  11  9.285E-01  3.541E-01
  11  1.068E+00  3.097E-01
  11  1.228E+00  2.705E-01
  11  1.411E+00  2.359E-01
  11  1.623E+00  2.054E-01
  11  1.866E+00  1.786E-01
  11  2.145E+00  1.549E-01
  11  2.466E+00  1.341E-01
  11  2.836E+00  1.157E-01
  11  3.259E+00  9.969E-02
  11  3.749E+00  8.550E-02
  11  4.310E+00  7.311E-02
  11  4.954E+00  6.229E-02
  11  5.697E+00  5.281E-02
  11  6.550E+00  4.457E-02
  11  7.532E+00  3.741E-02
  11  8.660E+00  3.123E-02
  11  9.957E+00  2.591E-02
  11  1.145E+01  2.136E-02
  11  1.316E+01  1.749E-02
  11  1.513E+01  1.421E-02
  11  1.740E+01  1.145E-02
  11  2.000E+01  9.162E-03
  11  2.300E+01  7.267E-03
  11  2.645E+01  5.713E-03
  11  3.041E+01  4.457E-03
  11  3.496E+01  3.445E-03
  11  4.020E+01  2.640E-03
  11  4.621E+01  2.008E-03
  11  5.313E+01  1.513E-03
  11  6.109E+01  1.132E-03
  11  7.024E+01  8.395E-04
  11  8.075E+01  6.185E-04
  11  9.285E+01  4.523E-04
  11  1.068E+02  3.286E-04
  11  1.228E+02  2.374E-04
  11  1.411E+02  1.705E-04
  11  1.623E+02  1.218E-04
  11  1.866E+02  8.661E-05
  11  2.145E+02  6.131E-05
  11  2.466E+02  4.326E-05
  11  2.836E+02  3.037E-05
  11  3.259E+02  2.129E-05
  11  3.749E+02  1.485E-05
  11  4.310E+02  1.035E-05
  11  4.954E+02  7.198E-06
  11  5.697E+02  4.991E-06
  11  6.550E+02  3.455E-06
  11  7.532E+02  2.388E-06
  11  8.660E+02  1.649E-06
  11  9.957E+02  1.137E-06
  11  1.145E+03  7.832E-07
  11  1.316E+03  5.390E-07
  11  1.513E+03  3.706E-07
  11  1.740E+03  2.546E-07
  11  2.000E+03  1.748E-07
  11  2.300E+03  1.200E-07
  11  2.645E+03  8.224E-08
  11  3.041E+03  5.641E-08
  11  3.496E+03  3.866E-08
  11  4.020E+03  2.647E-08
  11  4.621E+03  1.815E-08
  11  5.313E+03  1.243E-08
  11  6.109E+03  8.509E-09
  11  7.024E+03  5.823E-09
  11  8.075E+03  3.987E-09
  11  9.285E+03  2.728E-09
  11  1.068E+04  1.866E-09
  11  1.228E+04  1.277E-09
  11  1.411E+04  8.735E-10
  11  1.623E+04  5.975E-10
  11  1.866E+04  4.088E-10
  11  2.145E+04  2.795E-10
  11  2.466E+04  1.913E-10
  11  2.836E+04  1.307E-10
  11  3.259E+04  8.949E-11
  11  3.749E+04  6.112E-11
  11  4.310E+04  4.180E-11
  11  4.954E+04  2.861E-11
  11  5.697E+04  1.955E-11
  11  6.550E+04  1.337E-11
  11  7.532E+04  9.136E-12
  11  8.660E+04  6.249E-12
  11  9.957E+04  4.272E-12
  11  1.145E+05  2.922E-12
  11  1.316E+05  1.998E-12
  11  1.513E+05  1.366E-12
  11  1.740E+05  9.338E-13
  11  2.000E+05  6.388E-13
  11  2.300E+05  4.365E-13
  12  2.400E-01  2.386E+01
  12  2.760E-01  2.015E+01
  12  3.173E-01  1.702E+01
  12  3.648E-01  1.437E+01
  12  4.195E-01  1.212E+01
  12  4.822E-01  1.023E+01
  12  5.544E-01  8.629E+00
  12  6.374E-01  7.274E+00
  12  7.330E-01  6.129E+00
  12  8.426E-01  5.163E+00
  12  9.689E-01  4.345E+00
  12  1.114E+00  3.654E+00
  12  1.281E+00  3.071E+00
  12  1.473E+00  2.578E+00
  12  1.693E+00  2.162E+00
  12  1.947E+00  1.812E+00
  12  2.238E+00  1.516E+00
  12  2.573E+00  1.266E+00
  12  2.959E+00  1.055E+00
  12  3.401E+00  8.788E-01
  12  3.912E+00  7.293E-01
  12  4.498E+00  6.042E-01
  12  5.170E+00  4.993E-01
  12  5.945E+00  4.111E-01
  12  6.835E+00  3.374E-01
  12  7.860E+00  2.759E-01
  12  9.036E+00  2.247E-01
  12  1.039E+01  1.822E-01
  12  1.194E+01  1.470E-01
  12  1.373E+01  1.180E-01
  12  1.579E+01  9.422E-02
  12  1.816E+01  7.476E-02
  12  2.087E+01  5.897E-02
  12  2.400E+01  4.620E-02
  12  2.760E+01  3.594E-02
  12  3.173E+01  2.778E-02
  12  3.648E+01  2.132E-02
  12  4.195E+01  1.624E-02
  12  4.822E+01  1.229E-02
  12  5.544E+01  9.234E-03
  12  6.374E+01  6.888E-03
  12  7.330E+01  5.102E-03
  12  8.426E+01  3.756E-03
  12  9.689E+01  2.747E-03
  12  1.114E+02  1.997E-03
  12  1.281E+02  1.444E-03
  12  1.473E+02  1.039E-03
  12  1.693E+02  7.435E-04
  12  1.947E+02  5.299E-04
  12  2.238E+02  3.760E-04
  12  2.573E+02  2.660E-04
  12  2.959E+02  1.872E-04
  12  3.401E+02  1.317E-04
  12  3.912E+02  9.213E-05
  12  4.498E+02  6.439E-05
  12  5.170E+02  4.493E-05
  12  5.945E+02  3.125E-05
  12  6.835E+02  2.171E-05
  12  7.860E+02  1.505E-05
  12  9.036E+02  1.043E-05
  12  1.039E+03  7.215E-06
  12  1.194E+03  4.987E-06
  12  1.373E+03  3.444E-06
  12  1.579E+03  2.376E-06
  12  1.816E+03  1.638E-06
  12  2.087E+03  1.129E-06
  12  2.400E+03  7.771E-07
  12  2.760E+03  5.346E-07
  12  3.173E+03  3.679E-07
  12  3.648E+03  2.530E-07
  12  4.195E+03  1.739E-07
  12  4.822E+03  1.196E-07
  12  5.544E+03  8.220E-08
  12  6.374E+03  5.647E-08
  12  7.330E+03  3.878E-08
  12  8.426E+03  2.664E-08
  12  9.689E+03  1.829E-08
  12  1.114E+04  1.256E-08
  12  1.281E+04  8.622E-09
  12  1.473E+04  5.920E-09
  12  1.693E+04  4.063E-09
  12  1.947E+04  2.789E-09
  12  2.238E+04  1.914E-09
  12  2.573E+04  1.315E-09
  12  2.959E+04  9.013E-10
  12  3.401E+04  6.193E-10
  12  3.912E+04  4.244E-10
  12  4.498E+04  2.913E-10
  12  5.170E+04  2.000E-10
  12  5.945E+04  1.372E-10
  12  6.835E+04  9.413E-11
  12  7.860E+04  6.456E-11
  12  9.036E+04  4.431E-11
  12  1.039E+05  3.040E-11
  12  1.194E+05  2.086E-11
  12  1.373E+05  1.432E-11
  12  1.579E+05  9.825E-12
  12  1.816E+05  6.738E-12
  12  2.087E+05  4.625E-12
  12  2.400E+05  3.172E-12
  13  2.700E-01  6.446E-01
  13  3.105E-01  5.829E-01
  13  3.569E-01  5.271E-01
  13  4.104E-01  4.764E-01
  13  4.720E-01  4.302E-01
  13  5.424E-01  3.885E-01
  13  6.237E-01  3.504E-01
  13  7.171E-01  3.159E-01
  13  8.246E-01  2.844E-01
  13  9.480E-01  2.559E-01
  13  1.090E+00  2.300E-01
  13  1.253E+00  2.064E-01
  13  1.441E+00  1.849E-01
  13  1.657E+00  1.654E-01
  13  1.905E+00  1.477E-01
  13  2.190E+00  1.316E-01
  13  2.518E+00  1.169E-01
  13  2.894E+00  1.037E-01
  13  3.329E+00  9.155E-02
  13  3.826E+00  8.063E-02
  13  4.401E+00  7.068E-02
  13  5.060E+00  6.172E-02
  13  5.816E+00  5.365E-02
  13  6.688E+00  4.637E-02
  13  7.690E+00  3.986E-02
  13  8.842E+00  3.404E-02
  13  1.017E+01  2.888E-02
  13  1.169E+01  2.432E-02
  13  1.344E+01  2.033E-02
  13  1.545E+01  1.685E-02
  13  1.776E+01  1.385E-02
  13  2.043E+01  1.128E-02
  13  2.348E+01  9.101E-03
  13  2.700E+01  7.274E-03
  13  3.105E+01  5.756E-03
  13  3.569E+01  4.513E-03
  13  4.104E+01  3.504E-03
  13  4.720E+01  2.694E-03
  13  5.424E+01  2.054E-03
  13  6.237E+01  1.550E-03
  13  7.171E+01  1.160E-03
  13  8.246E+01  8.606E-04
  13  9.480E+01  6.338E-04
  13  1.090E+02  4.631E-04
  13  1.253E+02  3.360E-04
  13  1.441E+02  2.423E-04
  13  1.657E+02  1.736E-04
  13  1.905E+02  1.238E-04
  13  2.190E+02  8.779E-05
  13  2.518E+02  6.198E-05
  13  2.894E+02  4.361E-05
  13  3.329E+02  3.052E-05
  13  3.826E+02  2.134E-05
  13  4.401E+02  1.484E-05
  13  5.060E+02  1.031E-05
  13  5.816E+02  7.145E-06
  13  6.688E+02  4.938E-06
  13  7.690E+02  3.408E-06
  13  8.842E+02  2.347E-06
  13  1.017E+03  1.615E-06
  13  1.169E+03  1.110E-06
  13  1.344E+03  7.620E-07
  13  1.545E+03  5.227E-07
  13  1.776E+03  3.581E-07
  13  2.043E+03  2.452E-07
  13  2.348E+03  1.678E-07
  13  2.700E+03  1.147E-07
  13  3.105E+03  7.838E-08
  13  3.569E+03  5.358E-08
  13  4.104E+03  3.660E-08
  13  4.720E+03  2.497E-08
  13  5.424E+03  1.706E-08
  13  6.237E+03  1.164E-08
  13  7.171E+03  7.943E-09
  13  8.246E+03  5.417E-09
  13  9.480E+03  3.696E-09
  13  1.090E+04  2.520E-09
  13  1.253E+04  1.718E-09
  13  1.441E+04  1.171E-09
  13  1.657E+04  7.986E-10
  13  1.905E+04  5.444E-10
  13  2.190E+04  3.711E-10
  13  2.518E+04  2.529E-10
  13  2.894E+04  1.725E-10
  13  3.329E+04  1.174E-10
  13  3.826E+04  8.013E-11
  13  4.401E+04  5.453E-11
  13  5.060E+04  3.716E-11
  13  5.816E+04  2.534E-11
  13  6.688E+04  1.726E-11
  13  7.690E+04  1.176E-11
  13  8.842E+04  8.011E-12
  13  1.017E+05  5.460E-12
  13  1.169E+05  3.720E-12
  13  1.344E+05  2.535E-12
  13  1.545E+05  1.728E-12
  13  1.776E+05  1.177E-12
  13  2.043E+05  8.018E-13
  13  2.348E+05  5.465E-13
  13  2.700E+05  3.722E-13
  14  2.800E-01  1.491E+01
  14  3.220E-01  1.259E+01
  14  3.702E-01  1.064E+01
  14  4.256E-01  8.982E+00
  14  4.894E-01  7.579E+00
  14  5.625E-01  6.399E+00
  14  6.468E-01  5.397E+00
  14  7.437E-01  4.551E+00
  14  8.551E-01  3.835E+00
  14  9.831E-01  3.231E+00
  14  1.130E+00  2.720E+00
  14  1.300E+00  2.288E+00
  14  1.494E+00  1.924E+00
  14  1.718E+00  1.616E+00
  14  1.975E+00  1.356E+00
  14  2.271E+00  1.137E+00
  14  2.611E+00  9.513E-01
  14  3.002E+00  7.954E-01
  14  3.452E+00  6.634E-01
  14  3.968E+00  5.529E-01
  14  4.564E+00  4.593E-01
  14  5.247E+00  3.809E-01
  14  6.031E+00  3.152E-01
  14  6.936E+00  2.599E-01
  14  7.974E+00  2.136E-01
  14  9.170E+00  1.749E-01
  14  1.054E+01  1.428E-01
  14  1.212E+01  1.160E-01
  14  1.394E+01  9.382E-02
  14  1.602E+01  7.551E-02
  14  1.842E+01  6.045E-02
  14  2.118E+01  4.810E-02
  14  2.435E+01  3.807E-02
  14  2.800E+01  2.993E-02
  14  3.220E+01  2.337E-02
  14  3.702E+01  1.814E-02
  14  4.256E+01  1.398E-02
  14  4.894E+01  1.069E-02
  14  5.625E+01  8.133E-03
  14  6.468E+01  6.138E-03
  14  7.437E+01  4.602E-03
  14  8.551E+01  3.427E-03
  14  9.831E+01  2.537E-03
  14  1.130E+02  1.866E-03
  14  1.300E+02  1.364E-03
  14  1.494E+02  9.921E-04
  14  1.718E+02  7.179E-04
  14  1.975E+02  5.170E-04
  14  2.271E+02  3.708E-04
  14  2.611E+02  2.647E-04
  14  3.002E+02  1.885E-04
  14  3.452E+02  1.335E-04
  14  3.968E+02  9.453E-05
  14  4.564E+02  6.657E-05
  14  5.247E+02  4.684E-05
  14  6.031E+02  3.290E-05
  14  6.936E+02  2.304E-05
  14  7.974E+02  1.611E-05
  14  9.170E+02  1.125E-05
  14  1.054E+03  7.846E-06
  14  1.212E+03  5.465E-06
  14  1.394E+03  3.803E-06
  14  1.602E+03  2.645E-06
  14  1.842E+03  1.837E-06
  14  2.118E+03  1.275E-06
  14  2.435E+03  8.848E-07
  14  2.800E+03  6.134E-07
  14  3.220E+03  4.249E-07
  14  3.702E+03  2.945E-07
  14  4.256E+03  2.039E-07
  14  4.894E+03  1.411E-07
  14  5.625E+03  9.777E-08
  14  6.468E+03  6.764E-08
  14  7.437E+03  4.679E-08
  14  8.551E+03  3.236E-08
  14  9.831E+03  2.239E-08
  14  1.130E+04  1.548E-08
  14  1.300E+04  1.070E-08
  14  1.494E+04  7.398E-09
  14  1.718E+04  5.114E-09
  14  1.975E+04  3.535E-09
  14  2.271E+04  2.444E-09
  14  2.611E+04  1.689E-09
  14  3.002E+04  1.168E-09
  14  3.452E+04  8.064E-10
  14  3.968E+04  5.579E-10
  14  4.564E+04  3.850E-10
  14  5.247E+04  2.661E-10
  14  6.031E+04  1.840E-10
  14  6.936E+04  1.271E-10
  14  7.974E+04  8.781E-11
  14  9.170E+04  6.065E-11
  14  1.054E+05  4.192E-11
  14  1.212E+05  2.896E-11
  14  1.394E+05  2.001E-11
  14  1.602E+05  1.383E-11
  14  1.842E+05  9.557E-12
  14  2.118E+05  6.600E-12
  14  2.435E+05  4.562E-12
  14  2.800E+05  3.150E-12
  15  3.100E-01  3.615E-04
  15  3.565E-01  4.127E-04
  15  4.098E-01  4.704E-04
  15  4.712E-01  5.357E-04
  15  5.419E-01  6.092E-04
  15  6.228E-01  6.914E-04
  15  7.161E-01  7.835E-04
  15  8.234E-01  8.859E-04
  15  9.467E-01  9.994E-04
  15  1.088E+00  1.124E-03
  15  1.251E+00  1.261E-03
  15  1.439E+00  1.409E-03
  15  1.654E+00  1.568E-03
  15  1.902E+00  1.736E-03
  15  2.187E+00  1.914E-03
  15  2.514E+00  2.096E-03
  15  2.891E+00  2.282E-03
  15  3.323E+00  2.465E-03
  15  3.822E+00  2.642E-03
  15  4.393E+00  2.804E-03
  15  5.053E+00  2.948E-03
  15  5.809E+00  3.064E-03
  15  6.677E+00  3.145E-03
  15  7.679E+00  3.186E-03
  15  8.829E+00  3.180E-03
  15  1.015E+01  3.125E-03
  15  1.167E+01  3.020E-03
  15  1.342E+01  2.866E-03
  15  1.543E+01  2.671E-03
  15  1.774E+01  2.441E-03
  15  2.039E+01  2.186E-03
  15  2.345E+01  1.918E-03
  15  2.696E+01  1.648E-03
  15  3.100E+01  1.387E-03
  15  3.565E+01  1.143E-03
  15  4.098E+01  9.238E-04
  15  4.712E+01  7.319E-04
  15  5.419E+01  5.688E-04
  15  6.228E+01  4.347E-04
  15  7.161E+01  3.264E-04
  15  8.234E+01  2.412E-04
  15  9.467E+01  1.757E-04
  15  1.088E+02  1.263E-04
  15  1.251E+02  8.964E-05
  15  1.439E+02  6.292E-05
  15  1.654E+02  4.374E-05
  15  1.902E+02  3.013E-05
  15  2.187E+02  2.059E-05
  15  2.514E+02  1.397E-05
  15  2.891E+02  9.415E-06
  15  3.323E+02  6.316E-06
  15  3.822E+02  4.208E-06
  15  4.393E+02  2.799E-06
  15  5.053E+02  1.849E-06
  15  5.809E+02  1.219E-06
  15  6.677E+02  8.023E-07
  15  7.679E+02  5.258E-07
  15  8.829E+02  3.440E-07
  15  1.015E+03  2.245E-07
  15  1.167E+03  1.464E-07
  15  1.342E+03  9.528E-08
  15  1.543E+03  6.194E-08
  15  1.774E+03  4.023E-08
  15  2.039E+03  2.609E-08
  15  2.345E+03  1.690E-08
  15  2.696E+03  1.095E-08
  15  3.100E+03  7.085E-09
  15  3.565E+03  4.579E-09
  15  4.098E+03  2.962E-09
  15  4.712E+03  1.914E-09
  15  5.419E+03  1.235E-09
  15  6.228E+03  7.987E-10
  15  7.161E+03  5.155E-10
  15  8.234E+03  3.326E-10
  15  9.467E+03  2.146E-10
  15  1.088E+04  1.385E-10
  15  1.251E+04  8.930E-11
  15  1.439E+04  5.758E-11
  15  1.654E+04  3.713E-11
  15  1.902E+04  2.394E-11
  15  2.187E+04  1.544E-11
  15  2.514E+04  9.953E-12
  15  2.891E+04  6.415E-12
  15  3.323E+04  4.138E-12
  15  3.822E+04  2.664E-12
  15  4.393E+04  1.720E-12
  15  5.053E+04  1.106E-12
  15  5.809E+04  7.132E-13
  15  6.677E+04  4.601E-13
  15  7.679E+04  2.963E-13
  15  8.829E+04  1.909E-13
  15  1.015E+05  1.230E-13
  15  1.167E+05  7.927E-14
  15  1.342E+05  5.108E-14
  15  1.543E+05  3.299E-14
  15  1.774E+05  2.122E-14
  15  2.039E+05  1.368E-14
  15  2.345E+05  8.807E-15
  15  2.696E+05  5.678E-15
  15  3.100E+05  3.656E-15
  16  3.200E-01  2.283E-01
  16  3.680E-01  2.123E-01
  16  4.230E-01  1.973E-01
  16  4.864E-01  1.832E-01
  16  5.594E-01  1.701E-01
  16  6.429E-01  1.578E-01
  16  7.392E-01  1.463E-01
  16  8.499E-01  1.354E-01
  16  9.773E-01  1.253E-01
  16  1.124E+00  1.158E-01
  16  1.292E+00  1.069E-01
  16  1.485E+00  9.846E-02
  16  1.708E+00  9.057E-02
  16  1.964E+00  8.315E-02
  16  2.258E+00  7.616E-02
  16  2.596E+00  6.960E-02
  16  2.984E+00  6.342E-02
  16  3.430E+00  5.761E-02
  16  3.946E+00  5.213E-02
  16  4.534E+00  4.701E-02
  16  5.216E+00  4.218E-02
  16  5.997E+00  3.767E-02
  16  6.893E+00  3.347E-02
  16  7.926E+00  2.956E-02
  16  9.114E+00  2.593E-02
  16  1.048E+01  2.259E-02
  16  1.205E+01  1.954E-02
  16  1.385E+01  1.675E-02
  16  1.593E+01  1.425E-02
  16  1.831E+01  1.201E-02
  16  2.105E+01  1.002E-02
  16  2.421E+01  8.279E-03
  16  2.783E+01  6.773E-03
  16  3.200E+01  5.483E-03
  16  3.680E+01  4.391E-03
  16  4.230E+01  3.482E-03
  16  4.864E+01  2.732E-03
  16  5.594E+01  2.121E-03
  16  6.429E+01  1.632E-03
  16  7.392E+01  1.243E-03
  16  8.499E+01  9.380E-04
  16  9.773E+01  7.015E-04
  16  1.124E+02  5.206E-04
  16  1.292E+02  3.832E-04
  16  1.485E+02  2.800E-04
  16  1.708E+02  2.034E-04
  16  1.964E+02  1.468E-04
  16  2.258E+02  1.053E-04
  16  2.596E+02  7.524E-05
  16  2.984E+02  5.348E-05
  16  3.430E+02  3.788E-05
  16  3.946E+02  2.670E-05
  16  4.534E+02  1.879E-05
  16  5.216E+02  1.315E-05
  16  5.997E+02  9.197E-06
  16  6.893E+02  6.420E-06
  16  7.926E+02  4.467E-06
  16  9.114E+02  3.104E-06
  16  1.048E+03  2.152E-06
  16  1.205E+03  1.492E-06
  16  1.385E+03  1.032E-06
  16  1.593E+03  7.133E-07
  16  1.831E+03  4.926E-07
  16  2.105E+03  3.399E-07
  16  2.421E+03  2.343E-07
  16  2.783E+03  1.615E-07
  16  3.200E+03  1.112E-07
  16  3.680E+03  7.648E-08
  16  4.230E+03  5.264E-08
  16  4.864E+03  3.620E-08
  16  5.594E+03  2.488E-08
  16  6.429E+03  1.712E-08
  16  7.392E+03  1.176E-08
  16  8.499E+03  8.079E-09
  16  9.773E+03  5.549E-09
  16  1.124E+04  3.812E-09
  16  1.292E+04  2.617E-09
  16  1.485E+04  1.797E-09
  16  1.708E+04  1.234E-09
  16  1.964E+04  8.469E-10
  16  2.258E+04  5.813E-10
  16  2.596E+04  3.991E-10
  16  2.984E+04  2.739E-10
  16  3.430E+04  1.881E-10
  16  3.946E+04  1.290E-10
  16  4.534E+04  8.860E-11
  16  5.216E+04  6.072E-11
  16  5.997E+04  4.167E-11
  16  6.893E+04  2.862E-11
  16  7.926E+04  1.963E-11
  16  9.114E+04  1.347E-11
  16  1.048E+05  9.237E-12
  16  1.205E+05  6.340E-12
  16  1.385E+05  4.349E-12
  16  1.593E+05  2.985E-12
  16  1.831E+05  2.049E-12
  16  2.105E+05  1.406E-12
  16  2.421E+05  9.640E-13
  16  2.783E+05  6.617E-13
  16  3.200E+05  4.537E-13
  17  3.500E-01  3.083E-04
  17  4.025E-01  3.520E-04
  17  4.627E-01  4.013E-04
  17  5.320E-01  4.570E-04
  17  6.118E-01  5.197E-04
  17  7.032E-01  5.899E-04
  17  8.085E-01  6.685E-04
  17  9.296E-01  7.559E-04
  17  1.069E+00  8.529E-04
  17  1.229E+00  9.594E-04
  17  1.413E+00  1.076E-03
  17  1.625E+00  1.203E-03
  17  1.868E+00  1.338E-03
  17  2.148E+00  1.483E-03
  17  2.469E+00  1.635E-03
  17  2.839E+00  1.791E-03
  17  3.264E+00  1.950E-03
  17  3.752E+00  2.108E-03
  17  4.316E+00  2.260E-03
  17  4.959E+00  2.400E-03
  17  5.705E+00  2.524E-03
  17  6.559E+00  2.624E-03
  17  7.539E+00  2.696E-03
  17  8.670E+00  2.732E-03
  17  9.968E+00  2.729E-03
  17  1.146E+01  2.684E-03
  17  1.318E+01  2.597E-03
  17  1.515E+01  2.467E-03
  17  1.742E+01  2.302E-03
  17  2.003E+01  2.106E-03
  17  2.303E+01  1.889E-03
  17  2.648E+01  1.659E-03
  17  3.044E+01  1.428E-03
  17  3.500E+01  1.204E-03
  17  4.025E+01  9.944E-04
  17  4.627E+01  8.052E-04
  17  5.320E+01  6.393E-04
  17  6.118E+01  4.979E-04
  17  7.032E+01  3.814E-04
  17  8.085E+01  2.871E-04
