2024.125683
   Z       E         F
   9  2.343E+00  5.359E-03
   9  2.692E+00  5.670E-03
   9  3.097E+00  5.944E-03
   9  3.561E+00  6.168E-03
   9  4.093E+00  6.331E-03
   9  4.706E+00  6.424E-03
   9  5.411E+00  6.437E-03
   9  6.223E+00  6.367E-03
   9  7.154E+00  6.211E-03
   9  8.225E+00  5.972E-03
   9  9.456E+00  5.657E-03
   9  1.087E+01  5.275E-03
   9  1.250E+01  4.840E-03
   9  1.437E+01  4.369E-03
   9  1.652E+01  3.879E-03
   9  1.900E+01  3.385E-03
   9  2.185E+01  2.905E-03
   9  2.512E+01  2.453E-03
   9  2.888E+01  2.037E-03
   9  3.321E+01  1.664E-03
   9  3.817E+01  1.339E-03
   9  4.389E+01  1.061E-03
   9  5.046E+01  8.288E-04
   9  5.803E+01  6.386E-04
   9  6.671E+01  4.860E-04
   9  7.670E+01  3.653E-04
   9  8.820E+01  2.716E-04
   9  1.014E+02  1.999E-04
   9  1.166E+02  1.457E-04
   9  1.340E+02  1.054E-04
   9  1.541E+02  7.558E-05
   9  1.772E+02  5.383E-05
   9  2.037E+02  3.813E-05
   9  2.343E+02  2.681E-05
   9  2.692E+02  1.880E-05
   9  3.097E+02  1.309E-05
   9  3.561E+02  9.090E-06
   9  4.093E+02  6.295E-06
   9  4.706E+02  4.340E-06
   9  5.411E+02  2.985E-06
   9  6.222E+02  2.048E-06
   9  7.154E+02  1.403E-06
   9  8.225E+02  9.586E-07
   9  9.456E+02  6.542E-07
   9  1.087E+03  4.458E-07
   9  1.250E+03  3.034E-07
   9  1.437E+03  2.062E-07
   9  1.652E+03  1.400E-07
   9  1.900E+03  9.501E-08
   9  2.185E+03  6.438E-08
   9  2.512E+03  4.364E-08
   9  2.888E+03  2.956E-08
   9  3.321E+03  1.999E-08
   9  3.817E+03  1.354E-08
   9  4.389E+03  9.158E-09
   9  5.046E+03  6.192E-09
   9  5.803E+03  4.184E-09
   9  6.671E+03  2.828E-09
   9  7.670E+03  1.911E-09
   9  8.820E+03  1.290E-09
   9  1.014E+04  8.716E-10
   9  1.166E+04  5.887E-10
   9  1.340E+04  3.975E-10
   9  1.541E+04  2.684E-10
   9  1.772E+04  1.812E-10
   9  2.037E+04  1.224E-10
   9  2.343E+04  8.252E-11
   9  2.692E+04  5.577E-11
   9  3.097E+04  3.759E-11
   9  3.561E+04  2.537E-11
   9  4.093E+04  1.714E-11
   9  4.706E+04  1.156E-11
   9  5.411E+04  7.799E-12
   9  6.222E+04  5.260E-12
   9  7.154E+04  3.551E-12
   9  8.225E+04  2.396E-12
   9  9.456E+04  1.617E-12
   9  1.087E+05  1.091E-12
   9  1.250E+05  7.361E-13
   9  1.437E+05  4.966E-13
   9  1.652E+05  3.351E-13
   9  1.900E+05  2.261E-13
  10  2.000E-01  5.932E-03
  10  2.300E-01  6.754E-03
  10  2.644E-01  7.677E-03
  10  3.040E-01  8.713E-03
  10  3.496E-01  9.873E-03
  10  4.018E-01  1.116E-02
  10  4.620E-01  1.258E-02
  10  5.312E-01  1.415E-02
  10  6.108E-01  1.587E-02
  10  7.022E-01  1.774E-02
  10  8.074E-01  1.974E-02
  10  9.284E-01  2.189E-02
  10  1.067E+00  2.414E-02
  10  1.227E+00  2.649E-02
  10  1.411E+00  2.889E-02
  10  1.622E+00  3.130E-02
  10  1.865E+00  3.368E-02
  10  2.144E+00  3.595E-02
  10  2.466E+00  3.805E-02
  10  2.834E+00  3.989E-02
  10  3.260E+00  4.142E-02
  10  3.748E+00  4.255E-02
  10  4.308E+00  4.321E-02
  10  4.954E+00  4.337E-02
  10  5.696E+00  4.297E-02
  10  6.550E+00  4.202E-02
  10  7.530E+00  4.053E-02
  10  8.658E+00  3.854E-02
  10  9.954E+00  3.611E-02
  10  1.144E+01  3.332E-02
  10  1.316E+01  3.029E-02
  10  1.513E+01  2.710E-02
  10  1.739E+01  2.387E-02
  10  2.000E+01  2.070E-02
  10  2.300E+01  1.767E-02
  10  2.644E+01  1.486E-02
  10  3.040E+01  1.230E-02
  10  3.496E+01  1.003E-02
  10  4.018E+01  8.069E-03
  10  4.620E+01  6.398E-03
  10  5.312E+01  5.006E-03
  10  6.108E+01  3.868E-03
  10  7.022E+01  2.954E-03
  10  8.074E+01  2.230E-03
  10  9.284E+01  1.666E-03
  10  1.067E+02  1.233E-03
  10  1.227E+02  9.050E-04
  10  1.411E+02  6.585E-04
  10  1.622E+02  4.757E-04
  10  1.865E+02  3.413E-04
  10  2.144E+02  2.435E-04
  10  2.466E+02  1.726E-04
  10  2.834E+02  1.219E-04
  10  3.260E+02  8.557E-05
  10  3.748E+02  5.991E-05
  10  4.308E+02  4.182E-05
  10  4.954E+02  2.907E-05
  10  5.696E+02  2.016E-05
  10  6.550E+02  1.394E-05
  10  7.530E+02  9.630E-06
  10  8.658E+02  6.636E-06
  10  9.954E+02  4.567E-06
  10  1.144E+03  3.138E-06
  10  1.316E+03  2.153E-06
  10  1.513E+03  1.476E-06
  10  1.739E+03  1.011E-06
  10  2.000E+03  6.915E-07
  10  2.300E+03  4.725E-07
  10  2.644E+03  3.230E-07
  10  3.040E+03  2.206E-07
  10  3.496E+03  1.505E-07
  10  4.018E+03  1.028E-07
  10  4.620E+03  7.008E-08
  10  5.312E+03  4.778E-08
  10  6.108E+03  3.256E-08
  10  7.022E+03  2.219E-08
  10  8.074E+03  1.512E-08
  10  9.284E+03  1.030E-08
  10  1.067E+04  7.013E-09
  10  1.227E+04  4.776E-09
  10  1.411E+04  3.252E-09
  10  1.622E+04  2.215E-09
  10  1.865E+04  1.507E-09
  10  2.144E+04  1.027E-09
  10  2.466E+04  6.982E-10
  10  2.834E+04  4.758E-10
  10  3.260E+04  3.234E-10
  10  3.748E+04  2.201E-10
  10  4.308E+04  1.499E-10
  10  4.954E+04  1.020E-10
  10  5.696E+04  6.939E-11
  10  6.550E+04  4.720E-11
  10  7.530E+04  3.212E-11
  10  8.658E+04  2.186E-11
  10  9.954E+04  1.487E-11
  10  1.144E+05  1.012E-11
  10  1.316E+05  6.887E-12
  10  1.513E+05  4.684E-12
  10  1.739E+05  3.188E-12
  10  2.000E+05  2.169E-12
  11  2.300E-01  1.356E-03
  11  2.645E-01  1.543E-03
  11  3.041E-01  1.753E-03
  11  3.496E-01  1.988E-03
  11  4.020E-01  2.251E-03
  11  4.621E-01  2.542E-03
  11  5.313E-01  2.864E-03
  11  6.109E-01  3.217E-03
  11  7.024E-01  3.603E-03
  11  8.075E-01  4.020E-03
  11  9.285E-01  4.468E-03
  11  1.068E+00  4.944E-03
  11  1.228E+00  5.442E-03
  11  1.411E+00  5.957E-03
  11  1.623E+00  6.481E-03
  11  1.866E+00  7.003E-03
  11  2.145E+00  7.511E-03
  11  2.466E+00  7.990E-03
  11  2.836E+00  8.427E-03
  11  3.259E+00  8.800E-03
  11  3.749E+00  9.099E-03
  11  4.310E+00  9.304E-03
  11  4.954E+00  9.403E-03
  11  5.697E+00  9.387E-03
  11  6.550E+00  9.251E-03
  11  7.533E+00  8.994E-03
  11  8.659E+00  8.622E-03
  11  9.957E+00  8.145E-03
  11  1.145E+01  7.581E-03
  11  1.316E+01  6.949E-03
  11  1.513E+01  6.270E-03
  11  1.740E+01  5.569E-03
  11  2.000E+01  4.868E-03
  11  2.300E+01  4.188E-03
  11  2.645E+01  3.545E-03
  11  3.041E+01  2.956E-03
  11  3.496E+01  2.426E-03
  11  4.020E+01  1.961E-03
  11  4.621E+01  1.563E-03
  11  5.313E+01  1.228E-03
  11  6.109E+01  9.520E-04
  11  7.024E+01  7.284E-04
  11  8.075E+01  5.509E-04
  11  9.285E+01  4.119E-04
  11  1.068E+02  3.046E-04
  11  1.228E+02  2.232E-04
  11  1.411E+02  1.621E-04
  11  1.623E+02  1.167E-04
  11  1.866E+02  8.344E-05
  11  2.145E+02  5.923E-05
  11  2.466E+02  4.182E-05
  11  2.836E+02  2.932E-05
  11  3.259E+02  2.049E-05
  11  3.749E+02  1.423E-05
  11  4.310E+02  9.854E-06
  11  4.954E+02  6.805E-06
  11  5.697E+02  4.678E-06
  11  6.550E+02  3.209E-06
  11  7.532E+02  2.195E-06
  11  8.659E+02  1.500E-06
  11  9.957E+02  1.022E-06
  11  1.145E+03  6.956E-07
  11  1.316E+03  4.727E-07
  11  1.513E+03  3.208E-07
  11  1.740E+03  2.174E-07
  11  2.000E+03  1.473E-07
  11  2.300E+03  9.964E-08
  11  2.645E+03  6.734E-08
  11  3.041E+03  4.552E-08
  11  3.496E+03  3.074E-08
  11  4.020E+03  2.074E-08
  11  4.621E+03  1.401E-08
  11  5.313E+03  9.447E-09
  11  6.109E+03  6.369E-09
  11  7.024E+03  4.292E-09
  11  8.075E+03  2.894E-09
  11  9.285E+03  1.949E-09
  11  1.068E+04  1.313E-09
  11  1.228E+04  8.842E-10
  11  1.411E+04  5.955E-10
  11  1.623E+04  4.010E-10
  11  1.866E+04  2.700E-10
  11  2.145E+04  1.818E-10
  11  2.466E+04  1.224E-10
  11  2.836E+04  8.233E-11
  11  3.259E+04  5.548E-11
  11  3.749E+04  3.729E-11
  11  4.310E+04  2.510E-11
  11  4.954E+04  1.691E-11
  11  5.697E+04  1.137E-11
  11  6.550E+04  7.652E-12
  11  7.532E+04  5.147E-12
  11  8.660E+04  3.464E-12
  11  9.957E+04  2.331E-12
  11  1.145E+05  1.569E-12
  11  1.316E+05  1.056E-12
  11  1.513E+05  7.103E-13
  11  1.740E+05  4.778E-13
  11  2.000E+05  3.216E-13
  11  2.300E+05  2.163E-13
  12  2.400E-01  4.654E-03
  12  2.760E-01  5.305E-03
  12  3.173E-01  6.038E-03
  12  3.648E-01  6.863E-03
  12  4.195E-01  7.790E-03
  12  4.822E-01  8.821E-03
  12  5.544E-01  9.971E-03
  12  6.374E-01  1.124E-02
  12  7.330E-01  1.264E-02
  12  8.426E-01  1.417E-02
  12  9.689E-01  1.584E-02
  12  1.114E+00  1.763E-02
  12  1.281E+00  1.953E-02
  12  1.473E+00  2.154E-02
  12  1.693E+00  2.363E-02
  12  1.947E+00  2.576E-02
  12  2.238E+00  2.791E-02
  12  2.573E+00  3.001E-02
  12  2.959E+00  3.203E-02
  12  3.401E+00  3.388E-02
  12  3.912E+00  3.552E-02
  12  4.498E+00  3.686E-02
  12  5.170E+00  3.784E-02
  12  5.945E+00  3.841E-02
  12  6.835E+00  3.852E-02
  12  7.860E+00  3.813E-02
  12  9.036E+00  3.725E-02
  12  1.039E+01  3.588E-02
  12  1.194E+01  3.406E-02
  12  1.373E+01  3.185E-02
  12  1.579E+01  2.933E-02
  12  1.816E+01  2.658E-02
  12  2.087E+01  2.372E-02
  12  2.400E+01  2.082E-02
  12  2.760E+01  1.799E-02
  12  3.173E+01  1.530E-02
  12  3.648E+01  1.281E-02
  12  4.195E+01  1.056E-02
  12  4.822E+01  8.583E-03
  12  5.544E+01  6.873E-03
  12  6.374E+01  5.430E-03
  12  7.330E+01  4.234E-03
  12  8.426E+01  3.263E-03
  12  9.689E+01  2.485E-03
  12  1.114E+02  1.873E-03
  12  1.281E+02  1.398E-03
  12  1.473E+02  1.034E-03
  12  1.693E+02  7.584E-04
  12  1.947E+02  5.523E-04
  12  2.238E+02  3.994E-04
  12  2.573E+02  2.873E-04
  12  2.959E+02  2.052E-04
  12  3.401E+02  1.462E-04
  12  3.912E+02  1.034E-04
  12  4.498E+02  7.298E-05
  12  5.170E+02  5.136E-05
  12  5.945E+02  3.599E-05
  12  6.835E+02  2.516E-05
  12  7.860E+02  1.755E-05
  12  9.036E+02  1.222E-05
  12  1.039E+03  8.487E-06
  12  1.194E+03  5.889E-06
  12  1.373E+03  4.080E-06
  12  1.579E+03  2.823E-06
  12  1.816E+03  1.950E-06
  12  2.087E+03  1.347E-06
  12  2.400E+03  9.292E-07
  12  2.760E+03  6.402E-07
  12  3.173E+03  4.413E-07
  12  3.648E+03  3.039E-07
  12  4.195E+03  2.090E-07
  12  4.822E+03  1.440E-07
  12  5.544E+03  9.899E-08
  12  6.374E+03  6.805E-08
  12  7.330E+03  4.676E-08
  12  8.426E+03  3.214E-08
  12  9.689E+03  2.208E-08
  12  1.114E+04  1.516E-08
  12  1.281E+04  1.041E-08
  12  1.473E+04  7.152E-09
  12  1.693E+04  4.911E-09
  12  1.947E+04  3.372E-09
  12  2.238E+04  2.315E-09
  12  2.573E+04  1.590E-09
  12  2.959E+04  1.090E-09
  12  3.401E+04  7.491E-10
  12  3.912E+04  5.135E-10
  12  4.498E+04  3.524E-10
  12  5.170E+04  2.420E-10
  12  5.945E+04  1.660E-10
  12  6.835E+04  1.139E-10
  12  7.860E+04  7.814E-11
  12  9.036E+04  5.363E-11
  12  1.039E+05  3.680E-11
  12  1.194E+05  2.525E-11
  12  1.373E+05  1.733E-11
  12  1.579E+05  1.189E-11
  12  1.816E+05  8.155E-12
  12  2.087E+05  5.597E-12
  12  2.400E+05  3.839E-12
  13  2.700E-01  9.660E-04
  13  3.105E-01  1.100E-03
  13  3.569E-01  1.251E-03
  13  4.104E-01  1.421E-03
  13  4.720E-01  1.611E-03
  13  5.424E-01  1.821E-03
  13  6.237E-01  2.055E-03
  13  7.171E-01  2.313E-03
  13  8.246E-01  2.597E-03
  13  9.480E-01  2.904E-03
  13  1.090E+00  3.237E-03
  13  1.253E+00  3.592E-03
  13  1.441E+00  3.968E-03
  13  1.657E+00  4.360E-03
  13  1.905E+00  4.764E-03
  13  2.190E+00  5.173E-03
  13  2.518E+00  5.577E-03
  13  2.894E+00  5.966E-03
  13  3.329E+00  6.332E-03
  13  3.826E+00  6.657E-03
  13  4.401E+00  6.933E-03
  13  5.060E+00  7.144E-03
  13  5.816E+00  7.280E-03
  13  6.688E+00  7.331E-03
  13  7.690E+00  7.291E-03
  13  8.843E+00  7.156E-03
  13  1.017E+01  6.928E-03
  13  1.169E+01  6.612E-03
  13  1.344E+01  6.218E-03
  13  1.545E+01  5.759E-03
  13  1.776E+01  5.251E-03
  13  2.043E+01  4.713E-03
  13  2.348E+01  4.164E-03
  13  2.700E+01  3.619E-03
  13  3.105E+01  3.095E-03
  13  3.569E+01  2.607E-03
  13  4.104E+01  2.161E-03
  13  4.720E+01  1.764E-03
  13  5.424E+01  1.420E-03
  13  6.237E+01  1.126E-03
  13  7.171E+01  8.813E-04
  13  8.246E+01  6.807E-04
  13  9.480E+01  5.196E-04
  13  1.090E+02  3.920E-04
  13  1.253E+02  2.926E-04
  13  1.441E+02  2.163E-04
  13  1.657E+02  1.585E-04
  13  1.905E+02  1.152E-04
  13  2.190E+02  8.311E-05
  13  2.518E+02  5.954E-05
  13  2.894E+02  4.242E-05
  13  3.329E+02  3.001E-05
  13  3.826E+02  2.118E-05
  13  4.401E+02  1.484E-05
  13  5.060E+02  1.037E-05
  13  5.816E+02  7.230E-06
  13  6.688E+02  5.018E-06
  13  7.690E+02  3.475E-06
  13  8.842E+02  2.400E-06
  13  1.017E+03  1.655E-06
  13  1.169E+03  1.139E-06
  13  1.344E+03  7.824E-07
  13  1.545E+03  5.369E-07
  13  1.776E+03  3.678E-07
  13  2.043E+03  2.517E-07
  13  2.348E+03  1.722E-07
  13  2.700E+03  1.176E-07
  13  3.105E+03  8.025E-08
  13  3.569E+03  5.478E-08
  13  4.104E+03  3.736E-08
  13  4.720E+03  2.545E-08
  13  5.424E+03  1.736E-08
  13  6.237E+03  1.182E-08
  13  7.171E+03  8.046E-09
  13  8.246E+03  5.476E-09
  13  9.480E+03  3.727E-09
  13  1.090E+04  2.535E-09
  13  1.253E+04  1.724E-09
  13  1.441E+04  1.173E-09
  13  1.657E+04  7.976E-10
  13  1.905E+04  5.423E-10
  13  2.190E+04  3.688E-10
  13  2.518E+04  2.507E-10
  13  2.894E+04  1.705E-10
  13  3.329E+04  1.158E-10
  13  3.826E+04  7.879E-11
  13  4.401E+04  5.348E-11
  13  5.060E+04  3.635E-11
  13  5.816E+04  2.472E-11
  13  6.688E+04  1.679E-11
  13  7.690E+04  1.141E-11
  13  8.842E+04  7.750E-12
  13  1.017E+05  5.268E-12
  13  1.169E+05  3.579E-12
  13  1.344E+05  2.432E-12
  13  1.545E+05  1.653E-12
  13  1.776E+05  1.123E-12
  13  2.043E+05  7.628E-13
  13  2.348E+05  5.184E-13
  13  2.700E+05  3.522E-13
  14  2.800E-01  3.845E-03
  14  3.220E-01  4.379E-03
  14  3.702E-01  4.977E-03
  14  4.256E-01  5.650E-03
  14  4.894E-01  6.403E-03
  14  5.625E-01  7.237E-03
  14  6.468E-01  8.164E-03
  14  7.437E-01  9.185E-03
  14  8.551E-01  1.030E-02
  14  9.831E-01  1.152E-02
  14  1.130E+00  1.282E-02
  14  1.300E+00  1.422E-02
  14  1.494E+00  1.570E-02
  14  1.718E+00  1.723E-02
  14  1.975E+00  1.881E-02
  14  2.271E+00  2.039E-02
  14  2.611E+00  2.196E-02
  14  3.002E+00  2.346E-02
  14  3.452E+00  2.486E-02
  14  3.968E+00  2.609E-02
  14  4.564E+00  2.713E-02
  14  5.247E+00  2.792E-02
  14  6.031E+00  2.840E-02
  14  6.936E+00  2.856E-02
  14  7.974E+00  2.837E-02
  14  9.170E+00  2.782E-02
  14  1.054E+01  2.691E-02
  14  1.212E+01  2.567E-02
  14  1.394E+01  2.414E-02
  14  1.602E+01  2.237E-02
  14  1.842E+01  2.043E-02
  14  2.118E+01  1.837E-02
  14  2.435E+01  1.627E-02
  14  2.800E+01  1.419E-02
  14  3.220E+01  1.219E-02
  14  3.702E+01  1.032E-02
  14  4.256E+01  8.609E-03
  14  4.894E+01  7.076E-03
  14  5.625E+01  5.741E-03
  14  6.468E+01  4.592E-03
  14  7.437E+01  3.627E-03
  14  8.551E+01  2.830E-03
  14  9.831E+01  2.183E-03
  14  1.130E+02  1.666E-03
  14  1.300E+02  1.258E-03
  14  1.494E+02  9.419E-04
  14  1.718E+02  6.991E-04
  14  1.975E+02  5.147E-04
  14  2.271E+02  3.763E-04
  14  2.611E+02  2.733E-04
  14  3.002E+02  1.975E-04
  14  3.452E+02  1.417E-04
  14  3.968E+02  1.014E-04
  14  4.564E+02  7.210E-05
  14  5.247E+02  5.114E-05
  14  6.031E+02  3.617E-05
  14  6.936E+02  2.548E-05
  14  7.974E+02  1.791E-05
  14  9.170E+02  1.255E-05
  14  1.054E+03  8.787E-06
  14  1.212E+03  6.138E-06
  14  1.394E+03  4.282E-06
  14  1.602E+03  2.983E-06
  14  1.842E+03  2.075E-06
  14  2.118E+03  1.441E-06
  14  2.435E+03  1.001E-06
  14  2.800E+03  6.943E-07
  14  3.220E+03  4.810E-07
  14  3.702E+03  3.334E-07
  14  4.256E+03  2.309E-07
  14  4.894E+03  1.597E-07
  14  5.625E+03  1.106E-07
  14  6.468E+03  7.646E-08
  14  7.437E+03  5.286E-08
  14  8.551E+03  3.653E-08
  14  9.831E+03  2.525E-08
  14  1.130E+04  1.744E-08
  14  1.300E+04  1.204E-08
  14  1.494E+04  8.318E-09
  14  1.718E+04  5.744E-09
  14  1.975E+04  3.966E-09
  14  2.271E+04  2.739E-09
  14  2.611E+04  1.890E-09
  14  3.002E+04  1.306E-09
  14  3.452E+04  9.003E-10
  14  3.968E+04  6.221E-10
  14  4.564E+04  4.288E-10
  14  5.247E+04  2.960E-10
  14  6.031E+04  2.044E-10
  14  6.936E+04  1.410E-10
  14  7.974E+04  9.728E-11
  14  9.170E+04  6.710E-11
  14  1.054E+05  4.631E-11
  14  1.212E+05  3.195E-11
  14  1.394E+05  2.205E-11
  14  1.602E+05  1.522E-11
  14  1.842E+05  1.050E-11
  14  2.118E+05  7.241E-12
  14  2.435E+05  4.998E-12
  14  2.800E+05  3.447E-12
  15  3.100E-01  1.678E-04
  15  3.565E-01  1.913E-04
  15  4.098E-01  2.178E-04
  15  4.712E-01  2.475E-04
  15  5.419E-01  2.809E-04
  15  6.228E-01  3.180E-04
  15  7.161E-01  3.594E-04
  15  8.234E-01  4.052E-04
  15  9.467E-01  4.557E-04
  15  1.088E+00  5.107E-04
  15  1.251E+00  5.705E-04
  15  1.439E+00  6.347E-04
  15  1.654E+00  7.031E-04
  15  1.902E+00  7.751E-04
  15  2.187E+00  8.498E-04
  15  2.514E+00  9.260E-04
  15  2.891E+00  1.002E-03
  15  3.323E+00  1.077E-03
  15  3.822E+00  1.148E-03
  15  4.393E+00  1.213E-03
  15  5.053E+00  1.270E-03
  15  5.809E+00  1.316E-03
  15  6.677E+00  1.348E-03
  15  7.679E+00  1.365E-03
  15  8.829E+00  1.365E-03
  15  1.015E+01  1.347E-03
  15  1.167E+01  1.310E-03
  15  1.342E+01  1.256E-03
  15  1.543E+01  1.186E-03
  15  1.774E+01  1.102E-03
  15  2.039E+01  1.008E-03
  15  2.345E+01  9.060E-04
  15  2.696E+01  8.010E-04
  15  3.100E+01  6.961E-04
  15  3.565E+01  5.945E-04
  15  4.098E+01  4.994E-04
  15  4.712E+01  4.125E-04
  15  5.419E+01  3.351E-04
  15  6.228E+01  2.681E-04
  15  7.161E+01  2.112E-04
  15  8.234E+01  1.639E-04
  15  9.467E+01  1.254E-04
  15  1.088E+02  9.480E-05
  15  1.251E+02  7.076E-05
  15  1.439E+02  5.221E-05
  15  1.654E+02  3.814E-05
  15  1.902E+02  2.759E-05
  15  2.187E+02  1.979E-05
  15  2.514E+02  1.408E-05
  15  2.891E+02  9.945E-06
  15  3.323E+02  6.984E-06
  15  3.822E+02  4.869E-06
  15  4.393E+02  3.384E-06
  15  5.053E+02  2.335E-06
  15  5.809E+02  1.607E-06
  15  6.677E+02  1.103E-06
  15  7.679E+02  7.536E-07
  15  8.829E+02  5.136E-07
  15  1.015E+03  3.490E-07
  15  1.167E+03  2.368E-07
  15  1.342E+03  1.603E-07
  15  1.543E+03  1.084E-07
  15  1.774E+03  7.317E-08
  15  2.039E+03  4.932E-08
  15  2.345E+03  3.320E-08
  15  2.696E+03  2.234E-08
  15  3.100E+03  1.501E-08
  15  3.565E+03  1.007E-08
  15  4.098E+03  6.763E-09
  15  4.712E+03  4.536E-09
  15  5.419E+03  3.039E-09
  15  6.228E+03  2.038E-09
  15  7.161E+03  1.365E-09
  15  8.234E+03  9.141E-10
  15  9.467E+03  6.117E-10
  15  1.088E+04  4.095E-10
  15  1.251E+04  2.740E-10
  15  1.439E+04  1.832E-10
  15  1.654E+04  1.226E-10
  15  1.902E+04  8.197E-11
  15  2.187E+04  5.481E-11
  15  2.514E+04  3.665E-11
  15  2.891E+04  2.450E-11
  15  3.323E+04  1.639E-11
  15  3.822E+04  1.094E-11
  15  4.393E+04  7.325E-12
  15  5.053E+04  4.889E-12
  15  5.809E+04  3.268E-12
  15  6.677E+04  2.186E-12
  15  7.679E+04  1.460E-12
  15  8.829E+04  9.755E-13
  15  1.015E+05  6.516E-13
  15  1.167E+05  4.356E-13
  15  1.342E+05  2.910E-13
  15  1.543E+05  1.945E-13
  15  1.774E+05  1.300E-13
  15  2.039E+05  8.684E-14
  15  2.345E+05  5.801E-14
  15  2.696E+05  3.877E-14
  15  3.100E+05  2.590E-14
  16  3.200E-01  6.563E-04
  16  3.680E-01  7.477E-04
  16  4.230E-01  8.503E-04
  16  4.864E-01  9.657E-04
  16  5.594E-01  1.095E-03
  16  6.429E-01  1.239E-03
  16  7.392E-01  1.398E-03
  16  8.499E-01  1.574E-03
  16  9.773E-01  1.768E-03
  16  1.124E+00  1.978E-03
  16  1.292E+00  2.205E-03
  16  1.485E+00  2.449E-03
  16  1.708E+00  2.707E-03
  16  1.964E+00  2.976E-03
  16  2.258E+00  3.254E-03
  16  2.596E+00  3.536E-03
  16  2.984E+00  3.815E-03
  16  3.430E+00  4.085E-03
  16  3.946E+00  4.340E-03
  16  4.534E+00  4.568E-03
  16  5.216E+00  4.764E-03
  16  5.997E+00  4.916E-03
  16  6.893E+00  5.016E-03
  16  7.926E+00  5.060E-03
  16  9.114E+00  5.042E-03
  16  1.048E+01  4.958E-03
  16  1.205E+01  4.810E-03
  16  1.385E+01  4.602E-03
  16  1.593E+01  4.339E-03
  16  1.831E+01  4.030E-03
  16  2.105E+01  3.686E-03
  16  2.421E+01  3.320E-03
  16  2.783E+01  2.944E-03
  16  3.200E+01  2.569E-03
  16  3.680E+01  2.207E-03
  16  4.230E+01  1.868E-03
  16  4.864E+01  1.556E-03
  16  5.594E+01  1.277E-03
  16  6.429E+01  1.034E-03
  16  7.392E+01  8.252E-04
  16  8.499E+01  6.498E-04
  16  9.773E+01  5.052E-04
  16  1.124E+02  3.882E-04
  16  1.292E+02  2.949E-04
  16  1.485E+02  2.218E-04
  16  1.708E+02  1.652E-04
  16  1.964E+02  1.219E-04
  16  2.258E+02  8.929E-05
  16  2.596E+02  6.492E-05
  16  2.984E+02  4.687E-05
  16  3.430E+02  3.366E-05
  16  3.946E+02  2.401E-05
  16  4.534E+02  1.707E-05
  16  5.216E+02  1.206E-05
  16  5.997E+02  8.501E-06
  16  6.893E+02  5.974E-06
  16  7.926E+02  4.180E-06
  16  9.114E+02  2.919E-06
  16  1.048E+03  2.032E-06
  16  1.205E+03  1.413E-06
  16  1.385E+03  9.804E-07
  16  1.593E+03  6.793E-07
  16  1.831E+03  4.700E-07
  16  2.105E+03  3.247E-07
  16  2.421E+03  2.240E-07
  16  2.783E+03  1.545E-07
  16  3.200E+03  1.064E-07
  16  3.680E+03  7.324E-08
  16  4.230E+03  5.041E-08
  16  4.864E+03  3.467E-08
  16  5.594E+03  2.381E-08
  16  6.429E+03  1.638E-08
  16  7.392E+03  1.125E-08
  16  8.499E+03  7.720E-09
  16  9.773E+03  5.298E-09
  16  1.124E+04  3.637E-09
  16  1.292E+04  2.495E-09
  16  1.485E+04  1.711E-09
  16  1.708E+04  1.173E-09
  16  1.964E+04  8.047E-10
  16  2.258E+04  5.517E-10
  16  2.596E+04  3.783E-10
  16  2.984E+04  2.593E-10
  16  3.430E+04  1.779E-10
  16  3.946E+04  1.218E-10
  16  4.534E+04  8.358E-11
  16  5.216E+04  5.721E-11
  16  5.997E+04  3.921E-11
  16  6.893E+04  2.689E-11
  16  7.926E+04  1.842E-11
  16  9.114E+04  1.262E-11
  16  1.048E+05  8.645E-12
  16  1.205E+05  5.926E-12
  16  1.385E+05  4.060E-12
  16  1.593E+05  2.782E-12
  16  1.831E+05  1.907E-12
  16  2.105E+05  1.306E-12
  16  2.421E+05  8.948E-13
  16  2.783E+05  6.132E-13
  16  3.200E+05  4.201E-13
  17  3.500E-01  1.325E-04
  17  4.025E-01  1.510E-04
  17  4.627E-01  1.720E-04
  17  5.320E-01  1.956E-04
  17  6.118E-01  2.221E-04
  17  7.032E-01  2.516E-04
  17  8.085E-01  2.845E-04
  17  9.296E-01  3.210E-04
  17  1.069E+00  3.613E-04
  17  1.229E+00  4.053E-04
  17  1.413E+00  4.532E-04
  17  1.625E+00  5.048E-04
  17  1.868E+00  5.599E-04
  17  2.148E+00  6.181E-04
  17  2.469E+00  6.787E-04
  17  2.839E+00  7.409E-04
  17  3.264E+00  8.034E-04
  17  3.752E+00  8.649E-04
  17  4.316E+00  9.240E-04
  17  4.959E+00  9.783E-04
  17  5.705E+00  1.026E-03
  17  6.559E+00  1.065E-03
  17  7.539E+00  1.094E-03
  17  8.669E+00  1.110E-03
  17  9.968E+00  1.112E-03
  17  1.146E+01  1.099E-03
  17  1.318E+01  1.070E-03
  17  1.515E+01  1.027E-03
  17  1.742E+01  9.703E-04
  17  2.003E+01  9.016E-04
  17  2.303E+01  8.238E-04
  17  2.648E+01  7.396E-04
  17  3.044E+01  6.525E-04
  17  3.500E+01  5.654E-04
  17  4.025E+01  4.811E-04
  17  4.627E+01  4.024E-04
  17  5.320E+01  3.306E-04
  17  6.118E+01  2.668E-04
  17  7.032E+01  2.120E-04
  17  8.085E+01  1.657E-04
