1968.041096
   Z,        E,        F  
   9  1.772E+00  1.000E-33
   9  2.037E+00  1.000E-33
   9  2.342E+00  1.000E-33
   9  2.693E+00  1.000E-33
   9  3.097E+00  1.000E-33
   9  3.560E+00  1.000E-33
   9  4.093E+00  1.000E-33
   9  4.706E+00  1.000E-33
   9  5.411E+00  1.000E-33
   9  6.222E+00  1.000E-33
   9  7.153E+00  1.000E-33
   9  8.225E+00  1.000E-33
   9  9.456E+00  1.000E-33
   9  1.087E+01  1.000E-33
   9  1.250E+01  1.000E-33
   9  1.437E+01  1.000E-33
   9  1.653E+01  1.000E-33
   9  1.900E+01  1.000E-33
   9  2.185E+01  1.000E-33
   9  2.512E+01  1.000E-33
   9  2.888E+01  1.000E-33
   9  3.320E+01  1.000E-33
   9  3.818E+01  1.000E-33
   9  4.389E+01  1.000E-33
   9  5.047E+01  1.000E-33
   9  5.802E+01  1.000E-33
   9  6.671E+01  1.000E-33
   9  7.670E+01  1.000E-33
   9  8.819E+01  1.000E-33
   9  1.014E+02  1.000E-33
   9  1.166E+02  1.000E-33
   9  1.340E+02  1.000E-33
   9  1.541E+02  1.000E-33
   9  1.772E+02  1.000E-33
   9  2.037E+02  1.000E-33
   9  2.342E+02  1.000E-33
   9  2.693E+02  1.000E-33
   9  3.097E+02  1.000E-33
   9  3.560E+02  1.000E-33
   9  4.093E+02  1.000E-33
   9  4.706E+02  1.000E-33
   9  5.411E+02  1.000E-33
   9  6.222E+02  1.000E-33
   9  7.153E+02  1.000E-33
   9  8.225E+02  1.000E-33
   9  9.456E+02  1.000E-33
   9  1.087E+03  1.000E-33
   9  1.250E+03  1.000E-33
   9  1.437E+03  1.000E-33
   9  1.653E+03  1.000E-33
   9  1.900E+03  1.000E-33
   9  2.185E+03  1.000E-33
   9  2.512E+03  1.000E-33
   9  2.888E+03  1.000E-33
   9  3.320E+03  1.000E-33
   9  3.818E+03  1.000E-33
   9  4.389E+03  1.000E-33
   9  5.047E+03  1.000E-33
   9  5.802E+03  1.000E-33
   9  6.671E+03  1.000E-33
   9  7.670E+03  1.000E-33
   9  8.819E+03  1.000E-33
   9  1.014E+04  1.000E-33
   9  1.166E+04  1.000E-33
   9  1.340E+04  1.000E-33
   9  1.541E+04  1.000E-33
   9  1.772E+04  1.000E-33
   9  2.037E+04  1.000E-33
   9  2.342E+04  1.000E-33
   9  2.693E+04  1.000E-33
   9  3.097E+04  1.000E-33
   9  3.560E+04  1.000E-33
   9  4.093E+04  1.000E-33
   9  4.706E+04  1.000E-33
   9  5.411E+04  1.000E-33
   9  6.222E+04  1.000E-33
   9  7.153E+04  1.000E-33
   9  8.225E+04  1.000E-33
   9  9.456E+04  1.000E-33
   9  1.087E+05  1.000E-33
   9  1.250E+05  1.000E-33
   9  1.437E+05  1.000E-33
   9  1.653E+05  1.000E-33
   9  1.900E+05  1.000E-33
  10  2.000E-01  1.000E-33
  10  2.300E-01  1.000E-33
  10  2.644E-01  1.000E-33
  10  3.040E-01  1.000E-33
  10  3.495E-01  1.000E-33
  10  4.018E-01  1.000E-33
  10  4.620E-01  1.000E-33
  10  5.312E-01  1.000E-33
  10  6.108E-01  1.000E-33
  10  7.022E-01  1.000E-33
  10  8.074E-01  1.000E-33
  10  9.283E-01  1.000E-33
  10  1.067E+00  1.000E-33
  10  1.227E+00  1.000E-33
  10  1.411E+00  1.000E-33
  10  1.622E+00  1.000E-33
  10  1.865E+00  1.000E-33
  10  2.145E+00  1.000E-33
  10  2.466E+00  1.000E-33
  10  2.835E+00  1.000E-33
  10  3.260E+00  1.000E-33
  10  3.748E+00  1.000E-33
  10  4.309E+00  1.000E-33
  10  4.954E+00  1.000E-33
  10  5.696E+00  1.000E-33
  10  6.549E+00  1.000E-33
  10  7.530E+00  1.000E-33
  10  8.658E+00  1.000E-33
  10  9.954E+00  1.000E-33
  10  1.144E+01  1.000E-33
  10  1.316E+01  1.000E-33
  10  1.513E+01  1.000E-33
  10  1.739E+01  1.000E-33
  10  2.000E+01  1.000E-33
  10  2.300E+01  1.000E-33
  10  2.644E+01  1.000E-33
  10  3.040E+01  1.000E-33
  10  3.495E+01  1.000E-33
  10  4.018E+01  1.000E-33
  10  4.620E+01  1.000E-33
  10  5.312E+01  1.000E-33
  10  6.108E+01  1.000E-33
  10  7.022E+01  1.000E-33
  10  8.074E+01  1.000E-33
  10  9.283E+01  1.000E-33
  10  1.067E+02  1.000E-33
  10  1.227E+02  1.000E-33
  10  1.411E+02  1.000E-33
  10  1.622E+02  1.000E-33
  10  1.865E+02  1.000E-33
  10  2.145E+02  1.000E-33
  10  2.466E+02  1.000E-33
  10  2.835E+02  1.000E-33
  10  3.260E+02  1.000E-33
  10  3.748E+02  1.000E-33
  10  4.309E+02  1.000E-33
  10  4.954E+02  1.000E-33
  10  5.696E+02  1.000E-33
  10  6.549E+02  1.000E-33
  10  7.530E+02  1.000E-33
  10  8.658E+02  1.000E-33
  10  9.954E+02  1.000E-33
  10  1.144E+03  1.000E-33
  10  1.316E+03  1.000E-33
  10  1.513E+03  1.000E-33
  10  1.739E+03  1.000E-33
  10  2.000E+03  1.000E-33
  10  2.300E+03  1.000E-33
  10  2.644E+03  1.000E-33
  10  3.040E+03  1.000E-33
  10  3.495E+03  1.000E-33
  10  4.018E+03  1.000E-33
  10  4.620E+03  1.000E-33
  10  5.312E+03  1.000E-33
  10  6.108E+03  1.000E-33
  10  7.022E+03  1.000E-33
  10  8.074E+03  1.000E-33
  10  9.283E+03  1.000E-33
  10  1.067E+04  1.000E-33
  10  1.227E+04  1.000E-33
  10  1.411E+04  1.000E-33
  10  1.622E+04  1.000E-33
  10  1.865E+04  1.000E-33
  10  2.145E+04  1.000E-33
  10  2.466E+04  1.000E-33
  10  2.835E+04  1.000E-33
  10  3.260E+04  1.000E-33
  10  3.748E+04  1.000E-33
  10  4.309E+04  1.000E-33
  10  4.954E+04  1.000E-33
  10  5.696E+04  1.000E-33
  10  6.549E+04  1.000E-33
  10  7.530E+04  1.000E-33
  10  8.658E+04  1.000E-33
  10  9.954E+04  1.000E-33
  10  1.144E+05  1.000E-33
  10  1.316E+05  1.000E-33
  10  1.513E+05  1.000E-33
  10  1.739E+05  1.000E-33
  10  2.000E+05  1.000E-33
  11  2.300E-01  1.000E-33
  11  2.644E-01  1.000E-33
  11  3.040E-01  1.000E-33
  11  3.496E-01  1.000E-33
  11  4.019E-01  1.000E-33
  11  4.621E-01  1.000E-33
  11  5.313E-01  1.000E-33
  11  6.109E-01  1.000E-33
  11  7.024E-01  1.000E-33
  11  8.076E-01  1.000E-33
  11  9.285E-01  1.000E-33
  11  1.068E+00  1.000E-33
  11  1.227E+00  1.000E-33
  11  1.411E+00  1.000E-33
  11  1.623E+00  1.000E-33
  11  1.866E+00  1.000E-33
  11  2.145E+00  1.000E-33
  11  2.466E+00  1.000E-33
  11  2.836E+00  1.000E-33
  11  3.260E+00  1.000E-33
  11  3.748E+00  1.000E-33
  11  4.310E+00  1.000E-33
  11  4.955E+00  1.000E-33
  11  5.697E+00  1.000E-33
  11  6.550E+00  1.000E-33
  11  7.531E+00  1.000E-33
  11  8.659E+00  1.000E-33
  11  9.956E+00  1.000E-33
  11  1.145E+01  1.000E-33
  11  1.316E+01  1.000E-33
  11  1.513E+01  1.000E-33
  11  1.740E+01  1.000E-33
  11  2.000E+01  1.000E-33
  11  2.300E+01  1.000E-33
  11  2.644E+01  1.000E-33
  11  3.040E+01  1.000E-33
  11  3.496E+01  1.000E-33
  11  4.019E+01  1.000E-33
  11  4.621E+01  1.000E-33
  11  5.313E+01  1.000E-33
  11  6.109E+01  1.000E-33
  11  7.024E+01  1.000E-33
  11  8.076E+01  1.000E-33
  11  9.285E+01  1.000E-33
  11  1.068E+02  1.000E-33
  11  1.227E+02  1.000E-33
  11  1.411E+02  1.000E-33
  11  1.623E+02  1.000E-33
  11  1.866E+02  1.000E-33
  11  2.145E+02  1.000E-33
  11  2.466E+02  1.000E-33
  11  2.836E+02  1.000E-33
  11  3.260E+02  1.000E-33
  11  3.748E+02  1.000E-33
  11  4.310E+02  1.000E-33
  11  4.955E+02  1.000E-33
  11  5.697E+02  1.000E-33
  11  6.550E+02  1.000E-33
  11  7.531E+02  1.000E-33
  11  8.659E+02  1.000E-33
  11  9.956E+02  1.000E-33
  11  1.145E+03  1.000E-33
  11  1.316E+03  1.000E-33
  11  1.513E+03  1.000E-33
  11  1.740E+03  1.000E-33
  11  2.000E+03  1.000E-33
  11  2.300E+03  1.000E-33
  11  2.644E+03  1.000E-33
  11  3.040E+03  1.000E-33
  11  3.496E+03  1.000E-33
  11  4.019E+03  1.000E-33
  11  4.621E+03  1.000E-33
  11  5.313E+03  1.000E-33
  11  6.109E+03  1.000E-33
  11  7.024E+03  1.000E-33
  11  8.076E+03  1.000E-33
  11  9.285E+03  1.000E-33
  11  1.068E+04  1.000E-33
  11  1.227E+04  1.000E-33
  11  1.411E+04  1.000E-33
  11  1.623E+04  1.000E-33
  11  1.866E+04  1.000E-33
  11  2.145E+04  1.000E-33
  11  2.466E+04  1.000E-33
  11  2.836E+04  1.000E-33
  11  3.260E+04  1.000E-33
  11  3.748E+04  1.000E-33
  11  4.310E+04  1.000E-33
  11  4.955E+04  1.000E-33
  11  5.697E+04  1.000E-33
  11  6.550E+04  1.000E-33
  11  7.531E+04  1.000E-33
  11  8.659E+04  1.000E-33
  11  9.956E+04  1.000E-33
  11  1.145E+05  1.000E-33
  11  1.316E+05  1.000E-33
  11  1.513E+05  1.000E-33
  11  1.740E+05  1.000E-33
  11  2.000E+05  1.000E-33
  11  2.300E+05  1.000E-33
  12  2.400E-01  1.000E-33
  12  2.759E-01  1.000E-33
  12  3.173E-01  1.000E-33
  12  3.648E-01  1.000E-33
  12  4.194E-01  1.000E-33
  12  4.822E-01  1.000E-33
  12  5.544E-01  1.000E-33
  12  6.375E-01  1.000E-33
  12  7.329E-01  1.000E-33
  12  8.427E-01  1.000E-33
  12  9.689E-01  1.000E-33
  12  1.114E+00  1.000E-33
  12  1.281E+00  1.000E-33
  12  1.473E+00  1.000E-33
  12  1.693E+00  1.000E-33
  12  1.947E+00  1.000E-33
  12  2.238E+00  1.000E-33
  12  2.573E+00  1.000E-33
  12  2.959E+00  1.000E-33
  12  3.402E+00  1.000E-33
  12  3.911E+00  1.000E-33
  12  4.497E+00  1.000E-33
  12  5.171E+00  1.000E-33
  12  5.945E+00  1.000E-33
  12  6.835E+00  1.000E-33
  12  7.859E+00  1.000E-33
  12  9.036E+00  1.000E-33
  12  1.039E+01  1.000E-33
  12  1.194E+01  1.000E-33
  12  1.373E+01  1.000E-33
  12  1.579E+01  1.000E-33
  12  1.816E+01  1.000E-33
  12  2.087E+01  1.000E-33
  12  2.400E+01  1.000E-33
  12  2.759E+01  1.000E-33
  12  3.173E+01  1.000E-33
  12  3.648E+01  1.000E-33
  12  4.194E+01  1.000E-33
  12  4.822E+01  1.000E-33
  12  5.544E+01  1.000E-33
  12  6.375E+01  1.000E-33
  12  7.329E+01  1.000E-33
  12  8.427E+01  1.000E-33
  12  9.689E+01  1.000E-33
  12  1.114E+02  1.000E-33
  12  1.281E+02  1.000E-33
  12  1.473E+02  1.000E-33
  12  1.693E+02  1.000E-33
  12  1.947E+02  1.000E-33
  12  2.238E+02  1.000E-33
  12  2.573E+02  1.000E-33
  12  2.959E+02  1.000E-33
  12  3.402E+02  1.000E-33
  12  3.911E+02  1.000E-33
  12  4.497E+02  1.000E-33
  12  5.171E+02  1.000E-33
  12  5.945E+02  1.000E-33
  12  6.835E+02  1.000E-33
  12  7.859E+02  1.000E-33
  12  9.036E+02  1.000E-33
  12  1.039E+03  1.000E-33
  12  1.194E+03  1.000E-33
  12  1.373E+03  1.000E-33
  12  1.579E+03  1.000E-33
  12  1.816E+03  1.000E-33
  12  2.087E+03  1.000E-33
  12  2.400E+03  1.000E-33
  12  2.759E+03  1.000E-33
  12  3.173E+03  1.000E-33
  12  3.648E+03  1.000E-33
  12  4.194E+03  1.000E-33
  12  4.822E+03  1.000E-33
  12  5.544E+03  1.000E-33
  12  6.375E+03  1.000E-33
  12  7.329E+03  1.000E-33
  12  8.427E+03  1.000E-33
  12  9.689E+03  1.000E-33
  12  1.114E+04  1.000E-33
  12  1.281E+04  1.000E-33
  12  1.473E+04  1.000E-33
  12  1.693E+04  1.000E-33
  12  1.947E+04  1.000E-33
  12  2.238E+04  1.000E-33
  12  2.573E+04  1.000E-33
  12  2.959E+04  1.000E-33
  12  3.402E+04  1.000E-33
  12  3.911E+04  1.000E-33
  12  4.497E+04  1.000E-33
  12  5.171E+04  1.000E-33
  12  5.945E+04  1.000E-33
  12  6.835E+04  1.000E-33
  12  7.859E+04  1.000E-33
  12  9.036E+04  1.000E-33
  12  1.039E+05  1.000E-33
  12  1.194E+05  1.000E-33
  12  1.373E+05  1.000E-33
  12  1.579E+05  1.000E-33
  12  1.816E+05  1.000E-33
  12  2.087E+05  1.000E-33
  12  2.400E+05  1.000E-33
  13  2.700E-01  1.000E-33
  13  3.104E-01  1.000E-33
  13  3.569E-01  1.000E-33
  13  4.104E-01  1.000E-33
  13  4.718E-01  1.000E-33
  13  5.425E-01  1.000E-33
  13  6.237E-01  1.000E-33
  13  7.171E-01  1.000E-33
  13  8.245E-01  1.000E-33
  13  9.480E-01  1.000E-33
  13  1.090E+00  1.000E-33
  13  1.253E+00  1.000E-33
  13  1.441E+00  1.000E-33
  13  1.657E+00  1.000E-33
  13  1.905E+00  1.000E-33
  13  2.190E+00  1.000E-33
  13  2.518E+00  1.000E-33
  13  2.895E+00  1.000E-33
  13  3.329E+00  1.000E-33
  13  3.827E+00  1.000E-33
  13  4.400E+00  1.000E-33
  13  5.059E+00  1.000E-33
  13  5.817E+00  1.000E-33
  13  6.688E+00  1.000E-33
  13  7.690E+00  1.000E-33
  13  8.841E+00  1.000E-33
  13  1.017E+01  1.000E-33
  13  1.169E+01  1.000E-33
  13  1.344E+01  1.000E-33
  13  1.545E+01  1.000E-33
  13  1.776E+01  1.000E-33
  13  2.042E+01  1.000E-33
  13  2.348E+01  1.000E-33
  13  2.700E+01  1.000E-33
  13  3.104E+01  1.000E-33
  13  3.569E+01  1.000E-33
  13  4.104E+01  1.000E-33
  13  4.718E+01  1.000E-33
  13  5.425E+01  1.000E-33
  13  6.237E+01  1.000E-33
  13  7.171E+01  1.000E-33
  13  8.245E+01  1.000E-33
  13  9.480E+01  1.000E-33
  13  1.090E+02  1.000E-33
  13  1.253E+02  1.000E-33
  13  1.441E+02  1.000E-33
  13  1.657E+02  1.000E-33
  13  1.905E+02  1.000E-33
  13  2.190E+02  1.000E-33
  13  2.518E+02  1.000E-33
  13  2.895E+02  1.000E-33
  13  3.329E+02  1.000E-33
  13  3.827E+02  1.000E-33
  13  4.400E+02  1.000E-33
  13  5.059E+02  1.000E-33
  13  5.817E+02  1.000E-33
  13  6.688E+02  1.000E-33
  13  7.690E+02  1.000E-33
  13  8.841E+02  1.000E-33
  13  1.017E+03  1.000E-33
  13  1.169E+03  1.000E-33
  13  1.344E+03  1.000E-33
  13  1.545E+03  1.000E-33
  13  1.776E+03  1.000E-33
  13  2.042E+03  1.000E-33
  13  2.348E+03  1.000E-33
  13  2.700E+03  1.000E-33
  13  3.104E+03  1.000E-33
  13  3.569E+03  1.000E-33
  13  4.104E+03  1.000E-33
  13  4.718E+03  1.000E-33
  13  5.425E+03  1.000E-33
  13  6.237E+03  1.000E-33
  13  7.171E+03  1.000E-33
  13  8.245E+03  1.000E-33
  13  9.480E+03  1.000E-33
  13  1.090E+04  1.000E-33
  13  1.253E+04  1.000E-33
  13  1.441E+04  1.000E-33
  13  1.657E+04  1.000E-33
  13  1.905E+04  1.000E-33
  13  2.190E+04  1.000E-33
  13  2.518E+04  1.000E-33
  13  2.895E+04  1.000E-33
  13  3.329E+04  1.000E-33
  13  3.827E+04  1.000E-33
  13  4.400E+04  1.000E-33
  13  5.059E+04  1.000E-33
  13  5.817E+04  1.000E-33
  13  6.688E+04  1.000E-33
  13  7.690E+04  1.000E-33
  13  8.841E+04  1.000E-33
  13  1.017E+05  1.000E-33
  13  1.169E+05  1.000E-33
  13  1.344E+05  1.000E-33
  13  1.545E+05  1.000E-33
  13  1.776E+05  1.000E-33
  13  2.042E+05  1.000E-33
  13  2.348E+05  1.000E-33
  13  2.700E+05  1.000E-33
  14  2.800E-01  1.000E-33
  14  3.219E-01  1.000E-33
  14  3.701E-01  1.000E-33
  14  4.256E-01  1.000E-33
  14  4.893E-01  1.000E-33
  14  5.626E-01  1.000E-33
  14  6.468E-01  1.000E-33
  14  7.437E-01  1.000E-33
  14  8.551E-01  1.000E-33
  14  9.831E-01  1.000E-33
  14  1.130E+00  1.000E-33
  14  1.300E+00  1.000E-33
  14  1.494E+00  1.000E-33
  14  1.718E+00  1.000E-33
  14  1.975E+00  1.000E-33
  14  2.271E+00  1.000E-33
  14  2.611E+00  1.000E-33
  14  3.002E+00  1.000E-33
  14  3.452E+00  1.000E-33
  14  3.969E+00  1.000E-33
  14  4.563E+00  1.000E-33
  14  5.247E+00  1.000E-33
  14  6.032E+00  1.000E-33
  14  6.936E+00  1.000E-33
  14  7.975E+00  1.000E-33
  14  9.169E+00  1.000E-33
  14  1.054E+01  1.000E-33
  14  1.212E+01  1.000E-33
  14  1.394E+01  1.000E-33
  14  1.602E+01  1.000E-33
  14  1.842E+01  1.000E-33
  14  2.118E+01  1.000E-33
  14  2.435E+01  1.000E-33
  14  2.800E+01  1.000E-33
  14  3.219E+01  1.000E-33
  14  3.701E+01  1.000E-33
  14  4.256E+01  1.000E-33
  14  4.893E+01  1.000E-33
  14  5.626E+01  1.000E-33
  14  6.468E+01  1.000E-33
  14  7.437E+01  1.000E-33
  14  8.551E+01  1.000E-33
  14  9.831E+01  1.000E-33
  14  1.130E+02  1.000E-33
  14  1.300E+02  1.000E-33
  14  1.494E+02  1.000E-33
  14  1.718E+02  1.000E-33
  14  1.975E+02  1.000E-33
  14  2.271E+02  1.000E-33
  14  2.611E+02  1.000E-33
  14  3.002E+02  1.000E-33
  14  3.452E+02  1.000E-33
  14  3.969E+02  1.000E-33
  14  4.563E+02  1.000E-33
  14  5.247E+02  1.000E-33
  14  6.032E+02  1.000E-33
  14  6.936E+02  1.000E-33
  14  7.975E+02  1.000E-33
  14  9.169E+02  1.000E-33
  14  1.054E+03  1.000E-33
  14  1.212E+03  1.000E-33
  14  1.394E+03  1.000E-33
  14  1.602E+03  1.000E-33
  14  1.842E+03  1.000E-33
  14  2.118E+03  1.000E-33
  14  2.435E+03  1.000E-33
  14  2.800E+03  1.000E-33
  14  3.219E+03  1.000E-33
  14  3.701E+03  1.000E-33
  14  4.256E+03  1.000E-33
  14  4.893E+03  1.000E-33
  14  5.626E+03  1.000E-33
  14  6.468E+03  1.000E-33
  14  7.437E+03  1.000E-33
  14  8.551E+03  1.000E-33
  14  9.831E+03  1.000E-33
  14  1.130E+04  1.000E-33
  14  1.300E+04  1.000E-33
  14  1.494E+04  1.000E-33
  14  1.718E+04  1.000E-33
  14  1.975E+04  1.000E-33
  14  2.271E+04  1.000E-33
  14  2.611E+04  1.000E-33
  14  3.002E+04  1.000E-33
  14  3.452E+04  1.000E-33
  14  3.969E+04  1.000E-33
  14  4.563E+04  1.000E-33
  14  5.247E+04  1.000E-33
  14  6.032E+04  1.000E-33
  14  6.936E+04  1.000E-33
  14  7.975E+04  1.000E-33
  14  9.169E+04  1.000E-33
  14  1.054E+05  1.000E-33
  14  1.212E+05  1.000E-33
  14  1.394E+05  1.000E-33
  14  1.602E+05  1.000E-33
  14  1.842E+05  1.000E-33
  14  2.118E+05  1.000E-33
  14  2.435E+05  1.000E-33
  14  2.800E+05  1.000E-33
  15  3.100E-01  1.000E-33
  15  3.564E-01  1.000E-33
  15  4.098E-01  1.000E-33
  15  4.712E-01  1.000E-33
  15  5.417E-01  1.000E-33
  15  6.229E-01  1.000E-33
  15  7.161E-01  1.000E-33
  15  8.234E-01  1.000E-33
  15  9.467E-01  1.000E-33
  15  1.088E+00  1.000E-33
  15  1.251E+00  1.000E-33
  15  1.439E+00  1.000E-33
  15  1.654E+00  1.000E-33
  15  1.902E+00  1.000E-33
  15  2.187E+00  1.000E-33
  15  2.515E+00  1.000E-33
  15  2.891E+00  1.000E-33
  15  3.324E+00  1.000E-33
  15  3.822E+00  1.000E-33
  15  4.394E+00  1.000E-33
  15  5.052E+00  1.000E-33
  15  5.809E+00  1.000E-33
  15  6.679E+00  1.000E-33
  15  7.679E+00  1.000E-33
  15  8.829E+00  1.000E-33
  15  1.015E+01  1.000E-33
  15  1.167E+01  1.000E-33
  15  1.342E+01  1.000E-33
  15  1.543E+01  1.000E-33
  15  1.774E+01  1.000E-33
  15  2.040E+01  1.000E-33
  15  2.345E+01  1.000E-33
  15  2.696E+01  1.000E-33
  15  3.100E+01  1.000E-33
  15  3.564E+01  1.000E-33
  15  4.098E+01  1.000E-33
  15  4.712E+01  1.000E-33
  15  5.417E+01  1.000E-33
  15  6.229E+01  1.000E-33
  15  7.161E+01  1.000E-33
  15  8.234E+01  1.000E-33
  15  9.467E+01  1.000E-33
  15  1.088E+02  1.000E-33
  15  1.251E+02  1.000E-33
  15  1.439E+02  1.000E-33
  15  1.654E+02  1.000E-33
  15  1.902E+02  1.000E-33
  15  2.187E+02  1.000E-33
  15  2.515E+02  1.000E-33
  15  2.891E+02  1.000E-33
  15  3.324E+02  1.000E-33
  15  3.822E+02  1.000E-33
  15  4.394E+02  1.000E-33
  15  5.052E+02  1.000E-33
  15  5.809E+02  1.000E-33
  15  6.679E+02  1.000E-33
  15  7.679E+02  1.000E-33
  15  8.829E+02  1.000E-33
  15  1.015E+03  1.000E-33
  15  1.167E+03  1.000E-33
  15  1.342E+03  1.000E-33
  15  1.543E+03  1.000E-33
  15  1.774E+03  1.000E-33
  15  2.040E+03  1.000E-33
  15  2.345E+03  1.000E-33
  15  2.696E+03  1.000E-33
  15  3.100E+03  1.000E-33
  15  3.564E+03  1.000E-33
  15  4.098E+03  1.000E-33
  15  4.712E+03  1.000E-33
  15  5.417E+03  1.000E-33
  15  6.229E+03  1.000E-33
  15  7.161E+03  1.000E-33
  15  8.234E+03  1.000E-33
  15  9.467E+03  1.000E-33
  15  1.088E+04  1.000E-33
  15  1.251E+04  1.000E-33
  15  1.439E+04  1.000E-33
  15  1.654E+04  1.000E-33
  15  1.902E+04  1.000E-33
  15  2.187E+04  1.000E-33
  15  2.515E+04  1.000E-33
  15  2.891E+04  1.000E-33
  15  3.324E+04  1.000E-33
  15  3.822E+04  1.000E-33
  15  4.394E+04  1.000E-33
  15  5.052E+04  1.000E-33
  15  5.809E+04  1.000E-33
  15  6.679E+04  1.000E-33
  15  7.679E+04  1.000E-33
  15  8.829E+04  1.000E-33
  15  1.015E+05  1.000E-33
  15  1.167E+05  1.000E-33
  15  1.342E+05  1.000E-33
  15  1.543E+05  1.000E-33
  15  1.774E+05  1.000E-33
  15  2.040E+05  1.000E-33
  15  2.345E+05  1.000E-33
  15  2.696E+05  1.000E-33
  15  3.100E+05  1.000E-33
  16  3.200E-01  1.000E-33
  16  3.679E-01  1.000E-33
  16  4.230E-01  1.000E-33
  16  4.864E-01  1.000E-33
  16  5.592E-01  1.000E-33
  16  6.430E-01  1.000E-33
  16  7.392E-01  1.000E-33
  16  8.499E-01  1.000E-33
  16  9.772E-01  1.000E-33
  16  1.124E+00  1.000E-33
  16  1.292E+00  1.000E-33
  16  1.485E+00  1.000E-33
  16  1.708E+00  1.000E-33
  16  1.963E+00  1.000E-33
  16  2.258E+00  1.000E-33
  16  2.596E+00  1.000E-33
  16  2.984E+00  1.000E-33
  16  3.431E+00  1.000E-33
  16  3.945E+00  1.000E-33
  16  4.536E+00  1.000E-33
  16  5.215E+00  1.000E-33
  16  5.996E+00  1.000E-33
  16  6.894E+00  1.000E-33
  16  7.927E+00  1.000E-33
  16  9.114E+00  1.000E-33
  16  1.048E+01  1.000E-33
  16  1.205E+01  1.000E-33
  16  1.385E+01  1.000E-33
  16  1.593E+01  1.000E-33
  16  1.831E+01  1.000E-33
  16  2.105E+01  1.000E-33
  16  2.421E+01  1.000E-33
  16  2.783E+01  1.000E-33
  16  3.200E+01  1.000E-33
  16  3.679E+01  1.000E-33
  16  4.230E+01  1.000E-33
  16  4.864E+01  1.000E-33
  16  5.592E+01  1.000E-33
  16  6.430E+01  1.000E-33
  16  7.392E+01  1.000E-33
  16  8.499E+01  1.000E-33
  16  9.772E+01  1.000E-33
  16  1.124E+02  1.000E-33
  16  1.292E+02  1.000E-33
  16  1.485E+02  1.000E-33
  16  1.708E+02  1.000E-33
  16  1.963E+02  1.000E-33
  16  2.258E+02  1.000E-33
  16  2.596E+02  1.000E-33
  16  2.984E+02  1.000E-33
  16  3.431E+02  1.000E-33
  16  3.945E+02  1.000E-33
  16  4.536E+02  1.000E-33
  16  5.215E+02  1.000E-33
  16  5.996E+02  1.000E-33
  16  6.894E+02  1.000E-33
  16  7.927E+02  1.000E-33
  16  9.114E+02  1.000E-33
  16  1.048E+03  1.000E-33
  16  1.205E+03  1.000E-33
  16  1.385E+03  1.000E-33
  16  1.593E+03  1.000E-33
  16  1.831E+03  1.000E-33
  16  2.105E+03  1.000E-33
  16  2.421E+03  1.000E-33
  16  2.783E+03  1.000E-33
  16  3.200E+03  1.000E-33
  16  3.679E+03  1.000E-33
  16  4.230E+03  1.000E-33
  16  4.864E+03  1.000E-33
  16  5.592E+03  1.000E-33
  16  6.430E+03  1.000E-33
  16  7.392E+03  1.000E-33
  16  8.499E+03  1.000E-33
  16  9.772E+03  1.000E-33
  16  1.124E+04  1.000E-33
  16  1.292E+04  1.000E-33
  16  1.485E+04  1.000E-33
  16  1.708E+04  1.000E-33
  16  1.963E+04  1.000E-33
  16  2.258E+04  1.000E-33
  16  2.596E+04  1.000E-33
  16  2.984E+04  1.000E-33
  16  3.431E+04  1.000E-33
  16  3.945E+04  1.000E-33
  16  4.536E+04  1.000E-33
  16  5.215E+04  1.000E-33
  16  5.996E+04  1.000E-33
  16  6.894E+04  1.000E-33
  16  7.927E+04  1.000E-33
  16  9.114E+04  1.000E-33
  16  1.048E+05  1.000E-33
  16  1.205E+05  1.000E-33
  16  1.385E+05  1.000E-33
  16  1.593E+05  1.000E-33
  16  1.831E+05  1.000E-33
  16  2.105E+05  1.000E-33
  16  2.421E+05  1.000E-33
  16  2.783E+05  1.000E-33
  16  3.200E+05  1.000E-33
  17  3.500E-01  1.000E-33
  17  4.024E-01  1.000E-33
  17  4.627E-01  1.000E-33
  17  5.320E-01  1.000E-33
  17  6.116E-01  1.000E-33
  17  7.032E-01  1.000E-33
  17  8.085E-01  1.000E-33
  17  9.296E-01  1.000E-33
  17  1.069E+00  1.000E-33
  17  1.229E+00  1.000E-33
  17  1.413E+00  1.000E-33
  17  1.625E+00  1.000E-33
  17  1.868E+00  1.000E-33
  17  2.148E+00  1.000E-33
  17  2.469E+00  1.000E-33
  17  2.839E+00  1.000E-33
  17  3.264E+00  1.000E-33
  17  3.753E+00  1.000E-33
  17  4.315E+00  1.000E-33
  17  4.961E+00  1.000E-33
  17  5.704E+00  1.000E-33
  17  6.558E+00  1.000E-33
  17  7.541E+00  1.000E-33
  17  8.670E+00  1.000E-33
  17  9.968E+00  1.000E-33
  17  1.146E+01  1.000E-33
  17  1.318E+01  1.000E-33
  17  1.515E+01  1.000E-33
  17  1.742E+01  1.000E-33
  17  2.003E+01  1.000E-33
  17  2.303E+01  1.000E-33
  17  2.648E+01  1.000E-33
  17  3.044E+01  1.000E-33
  17  3.500E+01  1.000E-33
  17  4.024E+01  1.000E-33
  17  4.627E+01  1.000E-33
  17  5.320E+01  1.000E-33
  17  6.116E+01  1.000E-33
