 0.10000E+00 0.33015E+01
 0.10186E+00 0.32277E+01
 0.10376E+00 0.31589E+01
 0.10569E+00 0.30888E+01
 0.10765E+00 0.30215E+01
 0.10966E+00 0.29532E+01
 0.11170E+00 0.28895E+01
 0.11378E+00 0.28299E+01
 0.11589E+00 0.27661E+01
 0.11805E+00 0.27033E+01
 0.12025E+00 0.26461E+01
 0.12249E+00 0.25867E+01
 0.12477E+00 0.25285E+01
 0.12709E+00 0.24778E+01
 0.12945E+00 0.24213E+01
 0.13186E+00 0.23696E+01
 0.13432E+00 0.23176E+01
 0.13682E+00 0.22654E+01
 0.13936E+00 0.22175E+01
 0.14196E+00 0.21672E+01
 0.14460E+00 0.21200E+01
 0.14729E+00 0.20737E+01
 0.15003E+00 0.20275E+01
 0.15282E+00 0.19822E+01
 0.15567E+00 0.19404E+01
 0.15856E+00 0.18977E+01
 0.16151E+00 0.18560E+01
 0.16452E+00 0.18163E+01
 0.16758E+00 0.17749E+01
 0.17070E+00 0.17366E+01
 0.17388E+00 0.16992E+01
 0.17711E+00 0.16625E+01
 0.18041E+00 0.16261E+01
 0.18377E+00 0.15905E+01
 0.18719E+00 0.15546E+01
 0.19067E+00 0.15218E+01
 0.19422E+00 0.14882E+01
 0.19783E+00 0.14559E+01
 0.20151E+00 0.14240E+01
 0.20526E+00 0.13933E+01
 0.20908E+00 0.13611E+01
 0.21297E+00 0.13324E+01
 0.21694E+00 0.13028E+01
 0.22098E+00 0.12747E+01
 0.22509E+00 0.12463E+01
 0.22928E+00 0.12193E+01
 0.23354E+00 0.11924E+01
 0.23789E+00 0.11665E+01
 0.24232E+00 0.11407E+01
 0.24683E+00 0.11162E+01
 0.25142E+00 0.10918E+01
 0.25610E+00 0.10675E+01
 0.26087E+00 0.10445E+01
 0.26572E+00 0.10213E+01
 0.27067E+00 0.99905E+00
 0.27570E+00 0.97719E+00
 0.28083E+00 0.95608E+00
 0.28606E+00 0.93501E+00
 0.29138E+00 0.91457E+00
 0.29681E+00 0.89453E+00
 0.30233E+00 0.87490E+00
 0.30796E+00 0.85566E+00
 0.31369E+00 0.83736E+00
 0.31952E+00 0.81857E+00
 0.32547E+00 0.80069E+00
 0.33153E+00 0.78320E+00
 0.33770E+00 0.76610E+00
 0.34398E+00 0.74937E+00
 0.35038E+00 0.73288E+00
 0.35690E+00 0.71677E+00
 0.36355E+00 0.70123E+00
 0.37031E+00 0.68587E+00
 0.37720E+00 0.67099E+00
 0.38422E+00 0.65612E+00
 0.39137E+00 0.64173E+00
 0.39866E+00 0.62769E+00
